iter	Passed	Remaining
580	16332	25834
581	16359	25803
582	16385	25772
583	16411	25741
584	16437	25709
585	16463	25678
586	16491	25649
587	16516	25618
588	16543	25588
589	16570	25557
590	16595	25525
591	16624	25498
592	16650	25466
593	16678	25438
594	16703	25406
595	16733	25380
596	16762	25353
597	16788	25323
598	16814	25291
599	16840	25261
600	16867	25231
601	16895	25202
602	16921	25171
603	16948	25141
604	16974	25111
605	17000	25079
606	17028	25051
607	17056	25022
608	17082	24992
609	17109	24963
610	17135	24932
611	17165	24906
612	17191	24876
613	17217	24844
614	17244	24814
615	17270	24784
616	17296	24753
617	17322	24721
618	17348	24691
619	17374	24661
620	17400	24629
621	17426	24598
622	17454	24571
623	17480	24539
624	17506	24508
625	17532	24478
626	17560	24450
627	17586	24419
628	17612	24389
629	17639	24359
630	17665	24328
631	17691	24297
632	17720	24270
633	17759	24258
634	17786	24228
635	17813	24198
636	17839	24169
637	17865	24137
638	17893	24110
639	17922	24083
640	17948	24052
641	17976	24024
642	18004	23997
643	18032	23969
644	18059	23938
645	18085	23908
646	18115	23882
647	18143	23854
648	18169	23824
649	18194	23792
650	18221	23763
651	18247	23733
652	18273	23702
653	18299	23672
654	18326	23642
655	18352	23612
656	18380	23583
657	18405	23552
658	18433	23523
659	18459	23494
660	18486	23464
661	18514	23436
662	18543	23409
663	18570	23380
664	18599	23353
665	18627	23325
666	18654	23297
667	18682	23268
668	18708	23238
669	18736	23211
670	18763	23181
671	18791	23153
672	18818	23124
673	18845	23095
674	18871	23065
675	18900	23038
676	18929	23011
677	18960	22987
678	18992	22964
679	19022	22938
680	19052	22913
681	19082	22887
682	19111	22860
683	19141	22835
684	19172	22811
685	19203	22786
686	19233	22760
687	19262	22734
688	19293	22709
689	19322	22683
690	19353	22658
691	19384	22633
692	19412	22606
693	19442	22580
694	19472	22554
695	19501	22528
696	19531	22502
697	19560	22474
698	19586	22445
699	19615	22417
700	19641	22387
701	19667	22357
702	19694	22327
703	19720	22297
704	19748	22269
705	19775	22240
706	19801	22209
707	19826	22179
708	19853	22150
709	19881	22121
710	19907	22091
711	19932	22060
712	19958	22030
713	19985	22001
714	20011	21970
715	20038	21941
716	20065	21912
717	20092	21883
718	20118	21853
719	20144	21822
720	20170	21792
721	20196	21763
722	20222	21732
723	20248	21703
724	20274	21672
725	20301	21643
726	20329	21616
727	20355	21585
728	20381	21555
729	20407	21525
730	20435	21497
731	20461	21468
732	20487	21437
733	20513	21408
734	20539	21377
735	20566	21348
736	20593	21320
737	20620	21291
738	20647	21261
739	20672	21231
740	20699	21202
741	20725	21172
742	20760	21152
743	20788	21124
744	20815	21094
745	20845	21068
746	20871	21039
747	20903	21015
748	20937	20993
749	20963	20963
750	20993	20937
751	21021	20909
752	21049	20881
753	21076	20852
754	21101	20822
755	21128	20792
756	21153	20762
757	21181	20734
758	21207	20704
759	21234	20675
760	21262	20647
761	21289	20618
762	21315	20589
763	21341	20559
764	21368	20530
765	21393	20500
766	21419	20469
767	21446	20440
768	21472	20411
769	21498	20381
770	21527	20354
771	21555	20326
772	21583	20298
773	21610	20270
774	21637	20241
775	21666	20214
776	21694	20186
777	21719	20156
778	21747	20128
779	21773	20098
780	21799	20069
781	21828	20041
782	21854	20012
783	21883	19985
784	21914	19960
785	21941	19931
786	21967	19901
787	21993	19872
788	22019	19842
789	22047	19814
790	22073	19784
791	22100	19756
792	22126	19727
793	22153	19698
794	22179	19668
795	22205	19638
796	22231	19609
797	22260	19582
798	22285	19552
799	22312	19523
800	22338	19493
801	22364	19464
802	22392	19436
803	22418	19406
804	22445	19378
805	22471	19348
806	22497	19319
807	22526	19292
808	22556	19266
809	22581	19236
810	22608	19207
811	22633	19177
812	22661	19149
813	22686	19119
814	22712	19089
815	22739	19060
816	22765	19031
817	22791	19002
818	22817	18972
819	22844	18943
820	22871	18915
821	22898	18886
822	22925	18858
823	22952	18829
824	22978	18800
825	23003	18770
826	23029	18740
827	23056	18712
828	23082	18683
829	23109	18654
830	23135	18625
831	23162	18596
832	23188	18567
833	23213	18537
834	23239	18508
835	23266	18479
836	23292	18450
837	23317	18420
838	23345	18392
839	23372	18364
840	23398	18334
841	23425	18306
842	23452	18278
843	23478	18248
844	23504	18219
845	23530	18190
846	23559	18163
847	23586	18135
848	23612	18105
849	23638	18076
850	23664	18047
851	23690	18018
852	23716	17989
853	23745	17961
854	23771	17933
855	23797	17903
856	23824	17875
857	23851	17846
858	23877	17817
859	23904	17789
860	23931	17760
861	23957	17731
862	23983	17702
863	24008	17673
864	24036	17645
865	24062	17616
866	24088	17587
867	24114	17557
868	24142	17530
869	24168	17501
870	24193	17471
871	24221	17444
872	24247	17414
873	24273	17385
874	24300	17357
875	24326	17328
876	24352	17299
877	24378	17270
878	24405	17241
879	24431	17212
880	24457	17183
881	24483	17154
882	24509	17126
883	24537	17098
884	24563	17069
885	24597	17046
886	24624	17017
887	24650	16988
888	24675	16959
889	24702	16930
890	24732	16904
891	24758	16876
892	24784	16847
893	24811	16818
894	24840	16791
895	24868	16764
896	24894	16735
897	24921	16706
898	24950	16680
899	24976	16650
900	25003	16622
901	25029	16593
902	25056	16565
903	25083	16537
904	25109	16508
905	25136	16479
906	25163	16452
907	25189	16423
908	25221	16398
909	25260	16377
910	25292	16352
911	25318	16323
912	25345	16295
913	25372	16267
914	25399	16238
915	25427	16211
916	25455	16183
917	25483	16156
918	25511	16128
919	25540	16101
920	25567	16073
921	25593	16044
922	25620	16016
923	25646	15987
924	25673	15959
925	25699	15930
926	25726	15902
927	25753	15874
928	25782	15847
929	25810	15819
930	25837	15791
931	25864	15762
932	25890	15734
933	25916	15705
934	25944	15677
935	25970	15648
936	25996	15619
937	26022	15591
938	26049	15563
939	26075	15534
940	26101	15505
941	26127	15476
942	26154	15448
943	26180	15419
944	26207	15391
945	26234	15363
946	26260	15334
947	26286	15305
948	26313	15277
949	26338	15248
950	26366	15221
951	26392	15192
952	26417	15163
953	26448	15137
954	26474	15108
955	26500	15079
956	26526	15051
957	26552	15022
958	26579	14994
959	26605	14965
960	26633	14938
961	26660	14909
962	26686	14881
963	26712	14852
964	26739	14824
965	26765	14796
966	26791	14767
967	26817	14738
968	26844	14710
969	26871	14682
970	26897	14653
971	26924	14625
972	26949	14596
973	26976	14568
974	27002	14539
975	27030	14512
976	27056	14483
977	27082	14454
978	27108	14426
979	27135	14398
980	27161	14369
981	27187	14341
982	27214	14313
983	27241	14284
984	27266	14256
985	27293	14227
986	27318	14199
987	27346	14171
988	27371	14142
989	27397	14113
990	27423	14085
991	27451	14057
992	27476	14028
993	27502	14000
994	27529	13972
995	27556	13944
996	27583	13915
997	27609	13887
998	27636	13859
999	27662	13831
1000	27687	13802
1001	27714	13774
1002	27741	13746
1003	27766	13717
1004	27793	13689
1005	27819	13660
1006	27847	13633
1007	27875	13605
1008	27901	13577
1009	27930	13550
1010	27956	13521
1011	27983	13493
1012	28014	13467
1013	28040	13439
1014	28066	13410
1015	28093	13383
1016	28119	13354
1017	28146	13326
1018	28173	13298
1019	28199	13270
1020	28225	13241
1021	28251	13213
1022	28278	13185
1023	28305	13157
1024	28331	13129
1025	28358	13101
1026	28383	13072
1027	28410	13044
1028	28438	13017
1029	28463	12988
1030	28489	12959
1031	28515	12931
1032	28542	12903
1033	28568	12875
1034	28593	12846
1035	28621	12818
1036	28647	12790
1037	28674	12762
1038	28701	12734
1039	28727	12706
1040	28753	12677
1041	28778	12649
1042	28805	12621
1043	28831	12593
1044	28859	12565
1045	28886	12537
1046	28912	12509
1047	28940	12482
1048	28967	12454
1049	28993	12425
1050	29020	12398
1051	29046	12369
1052	29072	12341
1053	29099	12313
1054	29125	12285
1055	29152	12257
1056	29177	12228
1057	29204	12200
1058	29230	12172
1059	29257	12144
1060	29283	12116
1061	29308	12087
1062	29336	12060
1063	29361	12031
1064	29388	12003
1065	29414	11975
1066	29440	11947
1067	29467	11919
1068	29492	11890
1069	29519	11863
1070	29545	11834
1071	29574	11807
1072	29600	11779
1073	29626	11751
1074	29654	11723
1075	29679	11695
1076	29705	11667
1077	29730	11638
1078	29757	11610
1079	29783	11582
1080	29809	11554
1081	29835	11525
1082	29862	11498
1083	29888	11470
1084	29915	11442
1085	29942	11414
1086	29976	11389
1087	30003	11361
1088	30029	11333
1089	30056	11305
1090	30083	11277
1091	30113	11251
1092	30141	11223
1093	30168	11195
1094	30195	11168
1095	30222	11140
1096	30251	11113
1097	30277	11085
1098	30304	11057
1099	30333	11030
1100	30359	11002
1101	30385	10974
1102	30412	10946
1103	30438	10918
1104	30465	10890
1105	30491	10862
1106	30517	10834
1107	30544	10806
1108	30582	10782
1109	30616	10757
1110	30643	10729
1111	30669	10701
1112	30695	10673
1113	30722	10645
1114	30751	10618
1115	30779	10590
1116	30806	10562
1117	30836	10536
1118	30864	10508
1119	30891	10481
1120	30919	10453
1121	30947	10426
1122	30973	10397
1123	30999	10370
1124	31026	10342
1125	31051	10313
1126	31077	10285
1127	31103	10257
1128	31132	10230
1129	31160	10203
1130	31186	10174
1131	31212	10146
1132	31239	10118
1133	31265	10090
1134	31290	10062
1135	31317	10034
1136	31343	10006
1137	31369	9978
1138	31398	9951
1139	31424	9923
1140	31452	9895
1141	31478	9868
1142	31504	9840
1143	31531	9812
1144	31557	9784
1145	31587	9757
1146	31613	9729
1147	31640	9701
1148	31666	9673
1149	31692	9645
1150	31718	9617
1151	31745	9589
1152	31771	9561
1153	31797	9533
1154	31824	9505
1155	31851	9478
1156	31878	9450
1157	31904	9422
1158	31931	9394
1159	31957	9366
1160	31984	9339
1161	32011	9311
1162	32037	9283
1163	32064	9255
1164	32090	9227
1165	32117	9200
1166	32144	9172
1167	32170	9144
1168	32196	9116
1169	32223	9088
1170	32249	9060
1171	32275	9032
1172	32302	9004
1173	32327	8976
1174	32353	8948
1175	32380	8921
1176	32407	8893
1177	32433	8865
1178	32459	8837
1179	32486	8809
1180	32512	8781
1181	32538	8754
1182	32564	8726
1183	32591	8698
1184	32619	8671
1185	32646	8643
1186	32672	8615
1187	32698	8587
1188	32724	8559
1189	32750	8531
1190	32776	8503
1191	32802	8475
1192	32829	8448
1193	32857	8420
1194	32882	8392
1195	32909	8364
1196	32934	8336
1197	32962	8309
1198	32987	8281
1199	33013	8253
1200	33039	8225
1201	33066	8197
1202	33092	8169
1203	33118	8141
1204	33144	8114
1205	33170	8086
1206	33196	8058
1207	33223	8030
1208	33250	8003
1209	33279	7975
1210	33305	7948
1211	33331	7920
1212	33358	7892
1213	33385	7865
1214	33411	7837
1215	33439	7809
1216	33464	7781
1217	33490	7754
1218	33517	7726
1219	33543	7698
1220	33568	7670
1221	33594	7642
1222	33622	7615
1223	33648	7587
1224	33675	7559
1225	33700	7531
1226	33727	7504
1227	33753	7476
1228	33779	7448
1229	33806	7421
1230	33832	7393
1231	33859	7365
1232	33885	7337
1233	33912	7310
1234	33938	7282
1235	33963	7254
1236	33990	7226
1237	34016	7199
1238	34043	7171
1239	34070	7143
1240	34096	7116
1241	34124	7088
1242	34149	7060
1243	34175	7032
1244	34203	7005
1245	34229	6977
1246	34255	6950
1247	34285	6923
1248	34313	6895
1249	34340	6868
1250	34365	6840
1251	34392	6812
1252	34419	6785
1253	34444	6757
1254	34472	6729
1255	34498	6702
1256	34524	6674
1257	34550	6646
1258	34576	6618
1259	34603	6591
1260	34629	6563
1261	34655	6535
1262	34681	6507
1263	34708	6480
1264	34734	6452
1265	34760	6424
1266	34786	6397
1267	34812	6369
1268	34840	6342
1269	34867	6314
1270	34894	6287
1271	34922	6259
1272	34947	6231
1273	34973	6204
1274	34999	6176
1275	35026	6148
1276	35052	6121
1277	35078	6093
1278	35105	6065
1279	35131	6038
1280	35157	6010
1281	35186	5983
1282	35213	5955
1283	35238	5927
1284	35269	5901
1285	35321	5877
1286	35355	5851
1287	35382	5823
1288	35407	5796
1289	35435	5768
1290	35461	5740
1291	35492	5713
1292	35520	5686
1293	35545	5658
1294	35573	5631
1295	35601	5603
1296	35628	5576
1297	35654	5548
1298	35681	5521
1299	35707	5493
1300	35736	5466
1301	35761	5438
1302	35787	5410
1303	35815	5383
1304	35841	5355
1305	35868	5328
1306	35894	5300
1307	35922	5272
1308	35947	5245
1309	35973	5217
1310	35999	5189
1311	36027	5162
1312	36054	5134
1313	36082	5107
1314	36109	5080
1315	36139	5052
1316	36167	5025
1317	36194	4998
1318	36221	4970
1319	36249	4943
1320	36274	4915
1321	36302	4887
1322	36328	4860
1323	36354	4832
1324	36381	4805
1325	36407	4777
1326	36435	4750
1327	36462	4722
1328	36490	4695
1329	36518	4667
1330	36543	4640
1331	36570	4612
1332	36597	4585
1333	36624	4557
1334	36650	4529
1335	36675	4502
1336	36705	4474
1337	36731	4447
1338	36757	4419
1339	36783	4392
1340	36810	4364
1341	36837	4337
1342	36863	4309
1343	36890	4281
1344	36916	4254
1345	36941	4226
1346	36969	4199
1347	36996	4171
1348	37022	4144
1349	37049	4116
1350	37075	4088
1351	37101	4061
1352	37128	4033
1353	37153	4006
1354	37181	3978
1355	37207	3951
1356	37233	3923
1357	37258	3895
1358	37285	3868
1359	37312	3840
1360	37337	3813
1361	37364	3785
1362	37392	3758
1363	37418	3730
1364	37444	3703
1365	37469	3675
1366	37497	3648
1367	37523	3620
1368	37549	3593
1369	37575	3565
1370	37602	3538
1371	37628	3510
1372	37653	3482
1373	37680	3455
1374	37707	3427
1375	37732	3400
1376	37759	3372
1377	37785	3345
1378	37813	3317
1379	37841	3290
1380	37867	3263
1381	37894	3235
1382	37919	3207
1383	37946	3180
1384	37971	3152
1385	37998	3125
1386	38024	3097
1387	38050	3070
1388	38077	3042
1389	38102	3015
1390	38129	2987
1391	38154	2960
1392	38181	2932
1393	38209	2905
1394	38234	2877
1395	38263	2850
1396	38290	2823
1397	38316	2795
1398	38342	2768
1399	38367	2740
1400	38395	2713
1401	38421	2685
1402	38447	2658
1403	38474	2630
1404	38500	2603
1405	38526	2575
1406	38552	2548
1407	38579	2520
1408	38610	2493
1409	38635	2466
1410	38661	2438
1411	38688	2411
1412	38713	2383
1413	38742	2356
1414	38768	2328
1415	38794	2301
1416	38821	2273
1417	38848	2246
1418	38875	2219
1419	38901	2191
1420	38927	2164
1421	38952	2136
1422	38979	2109
1423	39006	2081
1424	39031	2054
1425	39057	2026
1426	39084	1999
1427	39109	1971
1428	39136	1944
1429	39162	1917
1430	39189	1889
1431	39214	1862
1432	39240	1834
1433	39267	1807
1434	39292	1779
1435	39318	1752
1436	39344	1724
1437	39372	1697
1438	39397	1670
1439	39425	1642
1440	39450	1615
1441	39477	1587
1442	39504	1560
1443	39529	1532
1444	39556	1505
1445	39583	1478
1446	39610	1450
1447	39637	1423
1448	39662	1396
1449	39690	1368
1450	39716	1341
1451	39741	1313
1452	39769	1286
1453	39795	1258
1454	39824	1231
1455	39850	1204
1456	39877	1176
1457	39903	1149
1458	39929	1122
1459	39957	1094
1460	39983	1067
1461	40009	1039
1462	40034	1012
1463	40061	985
1464	40088	957
1465	40114	930
1466	40140	902
1467	40167	875
1468	40192	848
1469	40221	820
1470	40247	793
1471	40273	766
1472	40299	738
1473	40326	711
1474	40352	683
1475	40378	656
1476	40406	629
1477	40431	601
1478	40457	574
1479	40484	547
1480	40510	519
1481	40536	492
1482	40562	464
1483	40589	437
1484	40616	410
1485	40649	382
1486	40674	355
1487	40702	328
1488	40728	300
1489	40754	273
1490	40787	246
1491	40815	218
1492	40842	191
1493	40870	164
1494	40898	136
1495	40927	109
1496	40953	82
1497	40979	54
1498	41007	27
1499	41033	0
