Provincias,Año,Mes,Turistas_totales,Turistas_pasados,lag_estacional,lag_1,lag_2,lag_3,lag_4,log_ratio,log_lag_1,log_lag_2,log_lag_3,log_lag_4,log_lag_estacional,media_lag_2,media_lag_3,tendencia_corta
Toledo,2022,6,15968.0,16296.0,5528.0,16296.0,11271.0,9149.0,5528.0,-0.020332959355396696,9.69873632077599,9.330077053578517,9.121509158269568,8.617762246337932,8.617762246337932,9.514406687177253,9.383440844208025,0.3686592671974722
Toledo,2022,7,17222.0,15968.0,9149.0,15968.0,16296.0,11271.0,9149.0,0.07560091670486635,9.678404621840867,9.69873632077599,9.330077053578517,9.121509158269568,9.121509158269568,9.688570471308427,9.569072665398457,-0.020331698935121878
Toledo,2022,8,20135.0,17222.0,11271.0,17222.0,15968.0,16296.0,11271.0,0.15627195802944271,9.754000978835746,9.678404621840867,9.69873632077599,9.330077053578517,9.330077053578517,9.716202800338307,9.710380640484201,0.07559635699487899
Toledo,2023,5,22931.0,20135.0,16296.0,20135.0,17222.0,15968.0,16296.0,0.13003011260543396,9.910264536815152,9.754000978835746,9.678404621840867,9.69873632077599,9.69873632077599,9.832132757825448,9.780890045830589,0.15626355797940583
Toledo,2023,6,18620.0,22931.0,15968.0,22931.0,20135.0,17222.0,15968.0,-0.20825343505993033,10.040288594028274,9.910264536815152,9.754000978835746,9.678404621840867,9.678404621840867,9.975276565421712,9.901518036559724,0.13002405721312194
Toledo,2023,7,20635.0,18620.0,17222.0,18620.0,22931.0,20135.0,17222.0,0.10275239135562408,9.832045255081763,10.040288594028274,9.910264536815152,9.754000978835746,9.754000978835746,9.936166924555017,9.927532795308396,-0.20824333894651126
Toledo,2023,8,21599.0,20635.0,20135.0,20635.0,18620.0,22931.0,20135.0,0.04565835411757213,9.93479240236454,9.832045255081763,10.040288594028274,9.910264536815152,9.910264536815152,9.883418828723151,9.935708750491527,0.10274714728277701
Toledo,2024,5,24183.0,21599.0,22931.0,21599.0,20635.0,18620.0,22931.0,0.11300288964745597,9.980448593672257,9.93479240236454,9.832045255081763,10.040288594028274,10.040288594028274,9.957620498018398,9.915762083706186,0.045656191307717364
Toledo,2024,6,19661.0,24183.0,18620.0,24183.0,21599.0,20635.0,18620.0,-0.20701292884421818,10.093446536459293,9.980448593672257,9.93479240236454,9.832045255081763,9.832045255081763,10.036947565065775,10.002895844165364,0.11299794278703601
Toledo,2024,7,19122.0,19661.0,20635.0,19661.0,24183.0,21599.0,20635.0,-0.027797473462099376,9.88644311792687,10.093446536459293,9.980448593672257,9.93479240236454,9.93479240236454,9.989944827193082,9.986779416019473,-0.2070034185324232
Toledo,2024,8,20949.0,19122.0,21599.0,19122.0,19661.0,24183.0,21599.0,0.09125140786875363,9.858647078062974,9.88644311792687,10.093446536459293,9.980448593672257,9.980448593672257,9.872545097994923,9.94617891081638,-0.027796039863895672
Toledo,2025,5,22068.0,20949.0,24183.0,20949.0,19122.0,19661.0,24183.0,0.05203768287817567,9.949893925350283,9.858647078062974,9.88644311792687,10.093446536459293,10.093446536459293,9.904270501706629,9.898328040446708,0.0912468472873087
Toledo,2025,6,19664.0,22068.0,19661.0,22068.0,20949.0,19122.0,19661.0,-0.11533904258650551,10.00192918784816,9.949893925350283,9.858647078062974,9.88644311792687,9.88644311792687,9.975911556599222,9.936823397087139,0.05203526249787771
Toledo,2025,7,20375.0,19664.0,19122.0,19664.0,22068.0,20949.0,19122.0,0.03551910630324784,9.88659568486591,10.00192918784816,9.949893925350283,9.858647078062974,9.858647078062974,9.944262436357036,9.946139599354785,-0.11533350298225109
Toledo,2025,8,20242.0,20375.0,20949.0,20375.0,19664.0,22068.0,20949.0,-0.006549005360216853,9.922113016659292,9.88659568486591,10.00192918784816,9.949893925350283,9.949893925350283,9.9043543507626,9.936879296457787,0.03551733179338257
Toledo,2026,5,,20242.0,22068.0,20242.0,20375.0,19664.0,22068.0,,9.915564333761576,9.922113016659292,9.88659568486591,10.00192918784816,10.00192918784816,9.918838675210434,9.90809101176226,-0.0065486828977157074
Toledo,2026,6,,,19664.0,,20242.0,20375.0,19664.0,,,9.915564333761576,9.922113016659292,9.88659568486591,9.88659568486591,,,
Toledo,2026,7,,,20375.0,,,20242.0,20375.0,,,,9.915564333761576,9.922113016659292,9.922113016659292,,,
Toledo,2026,8,,,20242.0,,,,20242.0,,,,,9.915564333761576,9.915564333761576,,,
Valencia/València,1999,5,28720.0,,,,,,,,,,,,,,,
Valencia/València,1999,6,25757.0,28720.0,,28720.0,,,,-0.10888730935314861,10.2653838414975,,,,,,,
Valencia/València,1999,7,29649.0,25757.0,,25757.0,28720.0,,,0.14072196323528097,10.156500537452615,10.2653838414975,,,,10.210942189475057,,-0.108883304044884
Valencia/València,1999,8,37222.0,29649.0,,29649.0,25757.0,28720.0,,0.2274715862596164,10.297217404425872,10.156500537452615,10.2653838414975,,,10.226858970939244,10.239700594458663,0.14071686697325703
Valencia/València,2000,5,32132.0,37222.0,28720.0,37222.0,29649.0,25757.0,28720.0,-0.1470475660102064,10.524682128775064,10.297217404425872,10.156500537452615,10.2653838414975,10.2653838414975,10.410949766600467,10.326133356884517,0.22746472434919163
Valencia/València,2000,6,33473.0,32132.0,25757.0,32132.0,37222.0,29649.0,25757.0,0.04088672540163785,10.37763881843274,10.524682128775064,10.297217404425872,10.156500537452615,10.156500537452615,10.451160473603903,10.399846117211226,-0.14704331034232432
Valencia/València,2000,7,36630.0,33473.0,29649.0,33473.0,32132.0,37222.0,29649.0,0.09012843307751872,10.418524297073583,10.37763881843274,10.524682128775064,10.297217404425872,10.297217404425872,10.398081557753162,10.440281748093795,0.04088547864084369
Valencia/València,2000,8,47471.0,36630.0,37222.0,36630.0,33473.0,32132.0,37222.0,0.25925142148700075,10.508650155427521,10.418524297073583,10.37763881843274,10.524682128775064,10.524682128775064,10.463587226250553,10.434937756977948,0.09012585835393772
Valencia/València,2001,5,34054.0,47471.0,32132.0,47471.0,36630.0,33473.0,32132.0,-0.33217149827927095,10.767895342530602,10.508650155427521,10.418524297073583,10.37763881843274,10.37763881843274,10.638272748979062,10.565023265010568,0.2592451871030814
Valencia/València,2001,6,34804.0,34054.0,33473.0,34054.0,47471.0,36630.0,33473.0,0.021784822705326334,10.435732143675418,10.767895342530602,10.508650155427521,10.418524297073583,10.418524297073583,10.60181374310301,10.570759213877848,-0.3321631988551843
Valencia/València,2001,7,38330.0,34804.0,36630.0,34804.0,34054.0,47471.0,36630.0,0.09650055668868518,10.457516333602767,10.435732143675418,10.767895342530602,10.508650155427521,10.508650155427521,10.446624238639092,10.553714606602929,0.021784189927348763
Valencia/València,2001,8,44663.0,38330.0,47471.0,38330.0,34804.0,34054.0,47471.0,0.15291253896856816,10.554014247259433,10.457516333602767,10.435732143675418,10.767895342530602,10.767895342530602,10.5057652904311,10.482420908179206,0.09649791365666616
Valencia/València,2002,5,32953.0,44663.0,34054.0,44663.0,38330.0,34804.0,34054.0,-0.30406311451607415,10.706923086990196,10.554014247259433,10.457516333602767,10.435732143675418,10.435732143675418,10.630468667124815,10.572817889284131,0.1529088397307632
Valencia/València,2002,6,36118.0,32953.0,34804.0,32953.0,44663.0,38330.0,34804.0,0.09170905218519287,10.402867928617377,10.706923086990196,10.554014247259433,10.457516333602767,10.457516333602767,10.554895507803787,10.554601754289003,-0.3040551583728188
Valencia/València,2002,7,37668.0,36118.0,38330.0,36118.0,32953.0,44663.0,38330.0,0.042019571617666784,10.49457432165487,10.402867928617377,10.706923086990196,10.554014247259433,10.554014247259433,10.448721125136124,10.534788445754147,0.09170639303749262
Valencia/València,2002,8,45840.0,37668.0,44663.0,37668.0,36118.0,32953.0,44663.0,0.1963461447586674,10.536592754010393,10.49457432165487,10.402867928617377,10.706923086990196,10.706923086990196,10.515583537832631,10.478011668094213,0.042018432355522606
Valencia/València,2003,5,32743.0,45840.0,32953.0,45840.0,37668.0,36118.0,32953.0,-0.3364678736289868,10.732934166159403,10.536592754010393,10.49457432165487,10.402867928617377,10.402867928617377,10.634763460084898,10.588033747274888,0.19634141214901035
