Provincias,Año,Mes,Turistas_totales
Granada,2023,2,64457.0
Granada,2023,3,86761.0
Granada,2023,4,107404.0
Granada,2023,5,120099.0
Granada,2023,6,100659.0
Granada,2023,7,94084.0
Granada,2023,8,96033.0
Granada,2023,9,118855.0
Granada,2023,10,129762.0
Granada,2023,11,84087.0
Granada,2023,12,71879.0
Granada,2024,1,79768.0
Granada,2024,2,87402.0
Granada,2024,3,109442.0
Granada,2024,4,132406.0
Granada,2024,5,137452.0
Granada,2024,6,109717.0
Granada,2024,7,100373.0
Granada,2024,8,109492.0
Granada,2024,9,131853.0
Granada,2024,10,144219.0
Granada,2024,11,95632.0
Granada,2024,12,73906.0
Granada,2025,1,77771.0
Granada,2025,2,79760.0
Granada,2025,3,104312.0
Granada,2025,4,131472.0
Granada,2025,5,137330.0
Granada,2025,6,114425.0
Granada,2025,7,110482.0
Granada,2025,8,105870.0
Granada,2025,9,132661.0
Guadalajara,1999,1,1456.0
Guadalajara,1999,2,1677.0
Guadalajara,1999,3,3396.0
Guadalajara,1999,4,4086.0
Guadalajara,1999,5,4541.0
Guadalajara,1999,6,3502.0
Guadalajara,1999,7,3769.0
Guadalajara,1999,8,5522.0
Guadalajara,1999,9,5076.0
Guadalajara,1999,10,3242.0
Guadalajara,1999,11,2085.0
Guadalajara,1999,12,1357.0
Guadalajara,2000,1,1928.0
Guadalajara,2000,2,1273.0
Guadalajara,2000,3,2763.0
Guadalajara,2000,4,4453.0
Guadalajara,2000,5,2422.0
Guadalajara,2000,6,2865.0
Guadalajara,2000,7,4270.0
Guadalajara,2000,8,4493.0
Guadalajara,2000,9,4093.0
Guadalajara,2000,10,3739.0
Guadalajara,2000,11,1746.0
Guadalajara,2000,12,1420.0
Guadalajara,2001,1,2362.0
Guadalajara,2001,2,2223.0
Guadalajara,2001,3,3073.0
Guadalajara,2001,4,2775.0
Guadalajara,2001,5,3667.0
Guadalajara,2001,6,3643.0
Guadalajara,2001,7,4989.0
Guadalajara,2001,8,3671.0
Guadalajara,2001,9,3417.0
Guadalajara,2001,10,2575.0
Guadalajara,2001,11,1857.0
Guadalajara,2001,12,1314.0
Guadalajara,2002,1,1590.0
Guadalajara,2002,2,2047.0
Guadalajara,2002,3,2700.0
Guadalajara,2002,4,2902.0
Guadalajara,2002,5,3391.0
Guadalajara,2002,6,3211.0
Guadalajara,2002,7,2985.0
Guadalajara,2002,8,5405.0
Guadalajara,2002,9,3797.0
Guadalajara,2002,10,2784.0
Guadalajara,2002,11,2057.0
Guadalajara,2002,12,1826.0
Guadalajara,2003,1,1001.0
Guadalajara,2003,2,1474.0
Guadalajara,2003,3,2473.0
Guadalajara,2003,4,2639.0
Guadalajara,2003,5,4083.0
Guadalajara,2003,6,3185.0
Guadalajara,2003,7,4848.0
Guadalajara,2003,8,4671.0
Guadalajara,2003,9,4062.0
Guadalajara,2003,10,3137.0
Guadalajara,2003,11,1900.0
Guadalajara,2003,12,2439.0
Guadalajara,2004,1,1986.0
Guadalajara,2004,2,3188.0
Guadalajara,2004,3,2338.0
Guadalajara,2004,4,3020.0
Guadalajara,2004,5,2329.0
Guadalajara,2004,6,2850.0
Guadalajara,2004,7,4258.0
Guadalajara,2004,8,6205.0
Guadalajara,2004,9,2947.0
Guadalajara,2004,10,5161.0
Guadalajara,2004,11,2231.0
Guadalajara,2004,12,2490.0
Guadalajara,2005,1,1551.0
Guadalajara,2005,2,1965.0
Guadalajara,2005,3,3985.0
Guadalajara,2005,4,3356.0
Guadalajara,2005,5,4010.0
Guadalajara,2005,6,3798.0
Guadalajara,2005,7,3978.0
Guadalajara,2005,8,3875.0
Guadalajara,2005,9,3768.0
Guadalajara,2005,10,3058.0
Guadalajara,2005,11,2027.0
Guadalajara,2005,12,1872.0
Guadalajara,2006,1,2403.0
Guadalajara,2006,2,3202.0
Guadalajara,2006,3,3542.0
Guadalajara,2006,4,4092.0
Guadalajara,2006,5,4691.0
Guadalajara,2006,6,3261.0
Guadalajara,2006,7,4281.0
Guadalajara,2006,8,4410.0
Guadalajara,2006,9,4027.0
Guadalajara,2006,10,3483.0
Guadalajara,2006,11,2883.0
Guadalajara,2006,12,2237.0
Guadalajara,2007,1,2525.0
Guadalajara,2007,2,2001.0
Guadalajara,2007,3,4141.0
Guadalajara,2007,4,3097.0
Guadalajara,2007,5,4253.0
Guadalajara,2007,6,3895.0
Guadalajara,2007,7,2721.0
Guadalajara,2007,8,3590.0
Guadalajara,2007,9,4270.0
Guadalajara,2007,10,3577.0
Guadalajara,2007,11,3197.0
Guadalajara,2007,12,2213.0
Guadalajara,2008,1,2703.0
Guadalajara,2008,2,2522.0
Guadalajara,2008,3,3209.0
Guadalajara,2008,4,3278.0
Guadalajara,2008,5,4492.0
Guadalajara,2008,6,4214.0
Guadalajara,2008,7,4495.0
Guadalajara,2008,8,4629.0
Guadalajara,2008,9,3307.0
Guadalajara,2008,10,3545.0
Guadalajara,2008,11,2134.0
Guadalajara,2008,12,1895.0
Guadalajara,2009,1,2689.0
Guadalajara,2009,2,1178.0
Guadalajara,2009,3,2023.0
Guadalajara,2009,4,2396.0
Guadalajara,2009,5,3744.0
Guadalajara,2009,6,2506.0
Guadalajara,2009,7,2451.0
Guadalajara,2009,8,2961.0
Guadalajara,2009,9,2766.0
Guadalajara,2009,10,2824.0
Guadalajara,2009,11,1440.0
Guadalajara,2009,12,1605.0
Guadalajara,2010,1,1299.0
Guadalajara,2010,2,1402.0
Guadalajara,2010,3,1714.0
Guadalajara,2010,4,2607.0
Guadalajara,2010,5,3357.0
Guadalajara,2010,6,2849.0
Guadalajara,2010,7,3249.0
Guadalajara,2010,8,2980.0
Guadalajara,2010,9,3066.0
Guadalajara,2010,10,2910.0
Guadalajara,2010,11,1883.0
Guadalajara,2010,12,1519.0
Guadalajara,2011,1,766.0
Guadalajara,2011,2,1119.0
Guadalajara,2011,3,1740.0
Guadalajara,2011,4,1830.0
Guadalajara,2011,5,2973.0
Guadalajara,2011,6,3424.0
Guadalajara,2011,7,2307.0
Guadalajara,2011,8,3254.0
Guadalajara,2011,9,3539.0
Guadalajara,2011,10,1924.0
Guadalajara,2011,11,1293.0
Guadalajara,2011,12,1759.0
Guadalajara,2012,1,1211.0
Guadalajara,2012,2,1700.0
Guadalajara,2012,3,1841.0
Guadalajara,2012,4,2988.0
Guadalajara,2012,5,3566.0
Guadalajara,2012,6,2738.0
Guadalajara,2012,7,3568.0
Guadalajara,2012,8,2506.0
Guadalajara,2012,9,2400.0
Guadalajara,2012,10,2588.0
Guadalajara,2012,11,1468.0
Guadalajara,2012,12,1421.0
Guadalajara,2013,1,972.0
Guadalajara,2013,2,1263.0
Guadalajara,2013,3,1906.0
Guadalajara,2013,4,2381.0
Guadalajara,2013,5,3092.0
Guadalajara,2013,6,2951.0
Guadalajara,2013,7,3243.0
Guadalajara,2013,8,2411.0
Guadalajara,2013,9,2880.0
Guadalajara,2013,10,2513.0
Guadalajara,2013,11,3375.0
Guadalajara,2013,12,1093.0
Guadalajara,2014,1,1461.0
Guadalajara,2014,2,920.0
Guadalajara,2014,3,1844.0
Guadalajara,2014,4,1774.0
Guadalajara,2014,5,2840.0
Guadalajara,2014,6,2576.0
Guadalajara,2014,7,2377.0
Guadalajara,2014,8,2043.0
Guadalajara,2014,9,3077.0
Guadalajara,2014,10,2158.0
Guadalajara,2014,11,1508.0
Guadalajara,2014,12,935.0
Guadalajara,2015,1,1396.0
Guadalajara,2015,2,1227.0
Guadalajara,2015,3,2282.0
Guadalajara,2015,4,2570.0
Guadalajara,2015,5,3308.0
Guadalajara,2015,6,2081.0
Guadalajara,2015,7,2714.0
Guadalajara,2015,8,2848.0
Guadalajara,2015,9,3604.0
Guadalajara,2015,10,3517.0
Guadalajara,2015,11,1932.0
Guadalajara,2015,12,1617.0
Guadalajara,2016,1,1008.0
Guadalajara,2016,2,1726.0
Guadalajara,2016,3,2694.0
Guadalajara,2016,4,3259.0
Guadalajara,2016,5,3502.0
Guadalajara,2016,6,3867.0
Guadalajara,2016,7,2512.0
Guadalajara,2016,8,2775.0
Guadalajara,2016,9,3563.0
Guadalajara,2016,10,3530.0
Guadalajara,2016,11,2239.0
Guadalajara,2016,12,2513.0
Guadalajara,2017,1,2900.0
Guadalajara,2017,2,3018.0
Guadalajara,2017,3,2731.0
Guadalajara,2017,4,3604.0
Guadalajara,2017,5,4257.0
Guadalajara,2017,6,5165.0
Guadalajara,2017,7,3544.0
Guadalajara,2017,8,2686.0
Guadalajara,2017,9,3642.0
Guadalajara,2017,10,4605.0
Guadalajara,2017,11,2244.0
Guadalajara,2017,12,2155.0
Guadalajara,2018,1,4055.0
Guadalajara,2018,2,2831.0
Guadalajara,2018,3,3613.0
Guadalajara,2018,4,3146.0
Guadalajara,2018,5,4015.0
Guadalajara,2018,6,4659.0
Guadalajara,2018,7,3471.0
Guadalajara,2018,8,4134.0
Guadalajara,2018,9,3935.0
Guadalajara,2018,10,4315.0
Guadalajara,2018,11,3179.0
Guadalajara,2018,12,2763.0
Guadalajara,2019,1,1778.0
Guadalajara,2019,2,2629.0
Guadalajara,2019,3,3254.0
Guadalajara,2019,4,3228.0
Guadalajara,2019,5,3784.0
Guadalajara,2019,6,4128.0
Guadalajara,2019,7,3507.0
Guadalajara,2019,8,3399.0
Guadalajara,2019,9,3547.0
Guadalajara,2019,10,4672.0
Guadalajara,2019,11,2524.0
Guadalajara,2019,12,2242.0
Guadalajara,2020,1,2135.0
Guadalajara,2020,2,2449.0
Guadalajara,2020,3,1139.0
Guadalajara,2020,4,0.0
Guadalajara,2020,5,130.0
Guadalajara,2020,6,506.0
Guadalajara,2020,7,1292.0
Guadalajara,2020,8,959.0
Guadalajara,2020,9,977.0
Guadalajara,2020,10,966.0
Guadalajara,2020,11,555.0
Guadalajara,2020,12,727.0
Guadalajara,2021,1,738.0
Guadalajara,2021,2,701.0
Guadalajara,2021,3,516.0
Guadalajara,2021,4,793.0
Guadalajara,2021,5,1120.0
Guadalajara,2021,6,1047.0
Guadalajara,2021,7,1652.0
Guadalajara,2021,8,2102.0
Guadalajara,2021,9,2364.0
Guadalajara,2021,10,2384.0
Guadalajara,2021,11,1739.0
Guadalajara,2021,12,1179.0
Guadalajara,2022,1,1130.0
Guadalajara,2022,2,1708.0
Guadalajara,2022,3,2935.0
Guadalajara,2022,4,2628.0
Guadalajara,2022,5,3635.0
Guadalajara,2022,6,2492.0
Guadalajara,2022,7,2924.0
Guadalajara,2022,8,2882.0
Guadalajara,2022,9,3020.0
Guadalajara,2022,10,3234.0
Guadalajara,2022,11,3138.0
Guadalajara,2022,12,1838.0
Guadalajara,2023,1,1983.0
Guadalajara,2023,2,2066.0
Guadalajara,2023,3,2891.0
Guadalajara,2023,4,3051.0
Guadalajara,2023,5,3655.0
Guadalajara,2023,6,2498.0
Guadalajara,2023,7,2544.0
Guadalajara,2023,8,3711.0
Guadalajara,2023,9,4076.0
Guadalajara,2023,10,4339.0
Guadalajara,2023,11,2018.0
Guadalajara,2023,12,1434.0
Guadalajara,2024,1,1715.0
Guadalajara,2024,2,2145.0
Guadalajara,2024,3,2367.0
Guadalajara,2024,4,2745.0
Guadalajara,2024,5,4007.0
Guadalajara,2024,6,3590.0
Guadalajara,2024,7,3029.0
Guadalajara,2024,8,2655.0
Guadalajara,2024,9,3496.0
Guadalajara,2024,10,4387.0
Guadalajara,2024,11,2876.0
Guadalajara,2024,12,1950.0
Guadalajara,2025,1,2094.0
Guadalajara,2025,2,2084.0
Guadalajara,2025,3,2455.0
Guadalajara,2025,4,3515.0
Guadalajara,2025,5,4395.0
Guadalajara,2025,6,3952.0
Guadalajara,2025,7,3822.0
Guadalajara,2025,8,2820.0
Guadalajara,2025,9,4498.0
Huelva,1999,1,1392.0
Huelva,1999,2,4074.0
Huelva,1999,3,7568.0
Huelva,1999,4,8511.0
Huelva,1999,5,7467.0
Huelva,1999,6,9587.0
Huelva,1999,7,7765.0
Huelva,1999,8,8854.0
Huelva,1999,9,10175.0
Huelva,1999,10,7428.0
Huelva,1999,11,5365.0
Huelva,1999,12,2037.0
Huelva,2000,1,2054.0
Huelva,2000,2,6299.0
Huelva,2000,3,7506.0
Huelva,2000,4,8521.0
Huelva,2000,5,7275.0
Huelva,2000,6,6956.0
Huelva,2000,7,6940.0
Huelva,2000,8,8170.0
Huelva,2000,9,9464.0
Huelva,2000,10,6610.0
Huelva,2000,11,3903.0
Huelva,2000,12,1739.0
Huelva,2001,1,1798.0
Huelva,2001,2,3829.0
Huelva,2001,3,8634.0
Huelva,2001,4,10561.0
Huelva,2001,5,9425.0
Huelva,2001,6,8880.0
Huelva,2001,7,8046.0
Huelva,2001,8,8934.0
Huelva,2001,9,10563.0
Huelva,2001,10,9608.0
Huelva,2001,11,3508.0
Huelva,2001,12,2003.0
Huelva,2002,1,3222.0
Huelva,2002,2,4759.0
Huelva,2002,3,10080.0
Huelva,2002,4,11929.0
Huelva,2002,5,10845.0
Huelva,2002,6,12761.0
Huelva,2002,7,15668.0
Huelva,2002,8,10081.0
Huelva,2002,9,17336.0
Huelva,2002,10,12358.0
Huelva,2002,11,3996.0
Huelva,2002,12,1778.0
Huelva,2003,1,2464.0
Huelva,2003,2,5051.0
Huelva,2003,3,9925.0
Huelva,2003,4,15246.0
Huelva,2003,5,15175.0
Huelva,2003,6,12014.0
Huelva,2003,7,10011.0
Huelva,2003,8,11709.0
Huelva,2003,9,13051.0
Huelva,2003,10,10958.0
Huelva,2003,11,4412.0
Huelva,2003,12,1804.0
Huelva,2004,1,2403.0
Huelva,2004,2,7333.0
Huelva,2004,3,7926.0
Huelva,2004,4,12050.0
Huelva,2004,5,11004.0
Huelva,2004,6,15065.0
Huelva,2004,7,13346.0
Huelva,2004,8,17227.0
Huelva,2004,9,14913.0
Huelva,2004,10,11684.0
Huelva,2004,11,6239.0
Huelva,2004,12,3391.0
Huelva,2005,1,7361.0
Huelva,2005,2,6081.0
Huelva,2005,3,10572.0
Huelva,2005,4,13195.0
Huelva,2005,5,17057.0
Huelva,2005,6,18108.0
Huelva,2005,7,15362.0
Huelva,2005,8,18206.0
Huelva,2005,9,18804.0
Huelva,2005,10,13386.0
Huelva,2005,11,6940.0
Huelva,2005,12,5162.0
Huelva,2006,1,5096.0
Huelva,2006,2,6541.0
Huelva,2006,3,12542.0
Huelva,2006,4,23666.0
Huelva,2006,5,21236.0
Huelva,2006,6,25743.0
Huelva,2006,7,20861.0
Huelva,2006,8,17553.0
Huelva,2006,9,23189.0
Huelva,2006,10,19843.0
Huelva,2006,11,8401.0
Huelva,2006,12,7222.0
Huelva,2007,1,8155.0
Huelva,2007,2,7906.0
Huelva,2007,3,13480.0
Huelva,2007,4,19332.0
Huelva,2007,5,19144.0
Huelva,2007,6,22086.0
Huelva,2007,7,21482.0
Huelva,2007,8,24682.0
Huelva,2007,9,24053.0
Huelva,2007,10,19261.0
Huelva,2007,11,8658.0
Huelva,2007,12,7249.0
Huelva,2008,1,5053.0
Huelva,2008,2,9052.0
Huelva,2008,3,16254.0
Huelva,2008,4,24433.0
Huelva,2008,5,27138.0
Huelva,2008,6,20180.0
Huelva,2008,7,22270.0
Huelva,2008,8,26199.0
Huelva,2008,9,25314.0
Huelva,2008,10,21507.0
Huelva,2008,11,8333.0
Huelva,2008,12,6442.0
Huelva,2009,1,5656.0
Huelva,2009,2,6158.0
Huelva,2009,3,12868.0
Huelva,2009,4,22950.0
Huelva,2009,5,26358.0
Huelva,2009,6,22494.0
Huelva,2009,7,19946.0
Huelva,2009,8,23561.0
Huelva,2009,9,18661.0
Huelva,2009,10,22051.0
Huelva,2009,11,10322.0
Huelva,2009,12,7641.0
Huelva,2010,1,4477.0
Huelva,2010,2,7148.0
Huelva,2010,3,16369.0
Huelva,2010,4,26483.0
Huelva,2010,5,18000.0
Huelva,2010,6,22763.0
Huelva,2010,7,24536.0
Huelva,2010,8,27512.0
Huelva,2010,9,25465.0
Huelva,2010,10,18244.0
Huelva,2010,11,10714.0
Huelva,2010,12,4996.0
Huelva,2011,1,4139.0
Huelva,2011,2,4962.0
Huelva,2011,3,16830.0
Huelva,2011,4,22204.0
Huelva,2011,5,20051.0
Huelva,2011,6,19393.0
Huelva,2011,7,23182.0
Huelva,2011,8,23709.0
Huelva,2011,9,21076.0
Huelva,2011,10,17360.0
Huelva,2011,11,7388.0
Huelva,2011,12,6204.0
Huelva,2012,1,6644.0
Huelva,2012,2,7348.0
Huelva,2012,3,16908.0
Huelva,2012,4,13608.0
Huelva,2012,5,27381.0
Huelva,2012,6,18155.0
Huelva,2012,7,26893.0
Huelva,2012,8,26904.0
Huelva,2012,9,23761.0
Huelva,2012,10,15483.0
Huelva,2012,11,5193.0
Huelva,2012,12,3271.0
Huelva,2013,1,3063.0
Huelva,2013,2,4470.0
Huelva,2013,3,6811.0
Huelva,2013,4,12081.0
Huelva,2013,5,17255.0
Huelva,2013,6,30730.0
Huelva,2013,7,23978.0
Huelva,2013,8,24329.0
Huelva,2013,9,23626.0
Huelva,2013,10,18735.0
Huelva,2013,11,5119.0
Huelva,2013,12,3177.0
Huelva,2014,1,4425.0
Huelva,2014,2,4824.0
Huelva,2014,3,5951.0
Huelva,2014,4,13817.0
Huelva,2014,5,17904.0
Huelva,2014,6,21185.0
Huelva,2014,7,18554.0
Huelva,2014,8,23213.0
Huelva,2014,9,25688.0
Huelva,2014,10,15012.0
Huelva,2014,11,3833.0
Huelva,2014,12,2824.0
Huelva,2015,1,3658.0
Huelva,2015,2,10854.0
Huelva,2015,3,7141.0
Huelva,2015,4,12503.0
Huelva,2015,5,20643.0
Huelva,2015,6,21489.0
Huelva,2015,7,20838.0
Huelva,2015,8,33918.0
Huelva,2015,9,25929.0
Huelva,2015,10,20662.0
Huelva,2015,11,4342.0
Huelva,2015,12,4321.0
Huelva,2016,1,7412.0
Huelva,2016,2,4878.0
Huelva,2016,3,24835.0
Huelva,2016,4,14642.0
Huelva,2016,5,23444.0
Huelva,2016,6,33337.0
Huelva,2016,7,27343.0
Huelva,2016,8,34094.0
Huelva,2016,9,33354.0
Huelva,2016,10,22459.0
Huelva,2016,11,4687.0
Huelva,2016,12,3121.0
Huelva,2017,1,6223.0
Huelva,2017,2,6457.0
Huelva,2017,3,7836.0
Huelva,2017,4,35426.0
Huelva,2017,5,27873.0
Huelva,2017,6,34583.0
Huelva,2017,7,33549.0
Huelva,2017,8,34143.0
Huelva,2017,9,47717.0
Huelva,2017,10,30492.0
Huelva,2017,11,4656.0
Huelva,2017,12,3284.0
Huelva,2018,1,5713.0
Huelva,2018,2,6192.0
Huelva,2018,3,9136.0
Huelva,2018,4,19308.0
Huelva,2018,5,30565.0
Huelva,2018,6,31458.0
Huelva,2018,7,25705.0
Huelva,2018,8,27671.0
Huelva,2018,9,34553.0
Huelva,2018,10,21213.0
Huelva,2018,11,9869.0
Huelva,2018,12,3505.0
Huelva,2019,1,5759.0
Huelva,2019,2,5178.0
Huelva,2019,3,9568.0
Huelva,2019,4,33891.0
Huelva,2019,5,31659.0
Huelva,2019,6,41367.0
Huelva,2019,7,27231.0
Huelva,2019,8,31270.0
Huelva,2019,9,36063.0
Huelva,2019,10,21844.0
Huelva,2019,11,5537.0
Huelva,2019,12,3144.0
Huelva,2020,1,3727.0
Huelva,2020,2,4763.0
Huelva,2020,3,4379.0
Huelva,2020,4,0.0
Huelva,2020,5,64.0
Huelva,2020,6,630.0
Huelva,2020,7,5754.0
Huelva,2020,8,9119.0
Huelva,2020,9,6767.0
Huelva,2020,10,2736.0
Huelva,2020,11,559.0
Huelva,2020,12,625.0
Huelva,2021,1,1081.0
Huelva,2021,2,571.0
Huelva,2021,3,1255.0
Huelva,2021,4,1116.0
Huelva,2021,5,2834.0
Huelva,2021,6,14619.0
Huelva,2021,7,11194.0
Huelva,2021,8,16256.0
Huelva,2021,9,20209.0
Huelva,2021,10,14526.0
Huelva,2021,11,5263.0
Huelva,2021,12,2252.0
Huelva,2022,1,2493.0
Huelva,2022,2,4256.0
Huelva,2022,3,7939.0
Huelva,2022,4,19142.0
Huelva,2022,5,26197.0
Huelva,2022,6,35350.0
Huelva,2022,7,27963.0
Huelva,2022,8,32493.0
Huelva,2022,9,38203.0
Huelva,2022,10,22767.0
Huelva,2022,11,9331.0
Huelva,2022,12,5088.0
Huelva,2023,1,5046.0
Huelva,2023,2,6018.0
Huelva,2023,3,9525.0
Huelva,2023,4,24733.0
Huelva,2023,5,29597.0
Huelva,2023,6,40437.0
Huelva,2023,7,31961.0
Huelva,2023,8,42348.0
Huelva,2023,9,42359.0
Huelva,2023,10,28480.0
Huelva,2023,11,9559.0
Huelva,2023,12,6372.0
Huelva,2024,1,5323.0
Huelva,2024,2,5691.0
Huelva,2024,3,14602.0
Huelva,2024,4,28691.0
Huelva,2024,5,33921.0
Huelva,2024,6,40182.0
Huelva,2024,7,36917.0
Huelva,2024,8,46737.0
Huelva,2024,9,46011.0
Huelva,2024,10,23750.0
Huelva,2024,11,11137.0
Huelva,2024,12,5800.0
Huelva,2025,1,4516.0
Huelva,2025,2,7030.0
Huelva,2025,3,12051.0
Huelva,2025,4,33392.0
Huelva,2025,5,33019.0
Huelva,2025,6,46496.0
Huelva,2025,7,38753.0
Huelva,2025,8,50981.0
Huelva,2025,9,42781.0
Huesca,1999,1,2815.0
Huesca,1999,2,4969.0
Huesca,1999,3,3794.0
Huesca,1999,4,4698.0
Huesca,1999,5,7692.0
Huesca,1999,6,8246.0
Huesca,1999,7,13043.0
Huesca,1999,8,11861.0
Huesca,1999,9,10086.0
Huesca,1999,10,6348.0
Huesca,1999,11,2196.0
Huesca,1999,12,2081.0
Huesca,2000,1,2000.0
Huesca,2000,2,4416.0
Huesca,2000,3,3233.0
Huesca,2000,4,5590.0
Huesca,2000,5,7405.0
Huesca,2000,6,10096.0
Huesca,2000,7,14774.0
Huesca,2000,8,14289.0
Huesca,2000,9,10933.0
Huesca,2000,10,6635.0
Huesca,2000,11,1387.0
Huesca,2000,12,2591.0
Huesca,2001,1,2367.0
Huesca,2001,2,5195.0
Huesca,2001,3,3435.0
Huesca,2001,4,6961.0
Huesca,2001,5,9032.0
Huesca,2001,6,11376.0
Huesca,2001,7,14984.0
Huesca,2001,8,14257.0
Huesca,2001,9,11157.0
Huesca,2001,10,6120.0
Huesca,2001,11,1637.0
Huesca,2001,12,2042.0
Huesca,2002,1,2181.0
Huesca,2002,2,4630.0
Huesca,2002,3,4280.0
Huesca,2002,4,4753.0
Huesca,2002,5,10099.0
Huesca,2002,6,9767.0
Huesca,2002,7,14150.0
Huesca,2002,8,15657.0
Huesca,2002,9,13096.0
Huesca,2002,10,5838.0
Huesca,2002,11,2091.0
Huesca,2002,12,2482.0
Huesca,2003,1,2174.0
Huesca,2003,2,3862.0
Huesca,2003,3,4364.0
Huesca,2003,4,6096.0
Huesca,2003,5,10846.0
Huesca,2003,6,11133.0
Huesca,2003,7,17407.0
Huesca,2003,8,13615.0
Huesca,2003,9,11781.0
Huesca,2003,10,6422.0
Huesca,2003,11,2358.0
Huesca,2003,12,2655.0
Huesca,2004,1,2750.0
Huesca,2004,2,3973.0
Huesca,2004,3,2956.0
Huesca,2004,4,5491.0
Huesca,2004,5,10353.0
Huesca,2004,6,10156.0
Huesca,2004,7,14206.0
Huesca,2004,8,13442.0
Huesca,2004,9,12398.0
Huesca,2004,10,7159.0
Huesca,2004,11,2373.0
Huesca,2004,12,2481.0
Huesca,2005,1,2052.0
Huesca,2005,2,3602.0
Huesca,2005,3,4092.0
Huesca,2005,4,5319.0
Huesca,2005,5,8144.0
Huesca,2005,6,10080.0
Huesca,2005,7,13501.0
Huesca,2005,8,14297.0
Huesca,2005,9,11238.0
Huesca,2005,10,7025.0
Huesca,2005,11,2027.0
Huesca,2005,12,2029.0
Huesca,2006,1,2353.0
Huesca,2006,2,4524.0
Huesca,2006,3,3763.0
Huesca,2006,4,7079.0
Huesca,2006,5,10258.0
Huesca,2006,6,11661.0
Huesca,2006,7,13083.0
Huesca,2006,8,14072.0
Huesca,2006,9,11298.0
Huesca,2006,10,8759.0
Huesca,2006,11,3188.0
Huesca,2006,12,3011.0
Huesca,2007,1,2604.0
Huesca,2007,2,4646.0
Huesca,2007,3,4774.0
Huesca,2007,4,7145.0
Huesca,2007,5,11581.0
Huesca,2007,6,12460.0
Huesca,2007,7,13738.0
Huesca,2007,8,14771.0
Huesca,2007,9,11325.0
Huesca,2007,10,6921.0
Huesca,2007,11,3741.0
Huesca,2007,12,3444.0
Huesca,2008,1,4207.0
Huesca,2008,2,5246.0
Huesca,2008,3,4688.0
Huesca,2008,4,6732.0
Huesca,2008,5,9886.0
Huesca,2008,6,16184.0
Huesca,2008,7,16809.0
Huesca,2008,8,18744.0
Huesca,2008,9,13232.0
Huesca,2008,10,7207.0
Huesca,2008,11,2155.0
Huesca,2008,12,2510.0
Huesca,2009,1,2684.0
Huesca,2009,2,3798.0
Huesca,2009,3,3591.0
Huesca,2009,4,5787.0
Huesca,2009,5,8912.0
Huesca,2009,6,9680.0
Huesca,2009,7,13712.0
Huesca,2009,8,13859.0
Huesca,2009,9,11062.0
Huesca,2009,10,6634.0
Huesca,2009,11,2351.0
Huesca,2009,12,2872.0
Huesca,2010,1,2828.0
Huesca,2010,2,4400.0
Huesca,2010,3,3560.0
Huesca,2010,4,4993.0
Huesca,2010,5,9254.0
Huesca,2010,6,11238.0
Huesca,2010,7,15106.0
Huesca,2010,8,15632.0
Huesca,2010,9,11902.0
Huesca,2010,10,6322.0
Huesca,2010,11,1963.0
Huesca,2010,12,2910.0
Huesca,2011,1,2193.0
Huesca,2011,2,3758.0
Huesca,2011,3,5575.0
Huesca,2011,4,6077.0
Huesca,2011,5,8888.0
Huesca,2011,6,14318.0
Huesca,2011,7,17901.0
Huesca,2011,8,21023.0
Huesca,2011,9,13247.0
Huesca,2011,10,7592.0
Huesca,2011,11,2380.0
Huesca,2011,12,2446.0
Huesca,2012,1,2597.0
Huesca,2012,2,4349.0
Huesca,2012,3,4038.0
Huesca,2012,4,5067.0
Huesca,2012,5,9799.0
Huesca,2012,6,12971.0
Huesca,2012,7,18262.0
Huesca,2012,8,18852.0
Huesca,2012,9,14309.0
Huesca,2012,10,6652.0
Huesca,2012,11,2354.0
Huesca,2012,12,3131.0
Huesca,2013,1,2874.0
Huesca,2013,2,3022.0
Huesca,2013,3,5241.0
Huesca,2013,4,4792.0
Huesca,2013,5,10533.0
Huesca,2013,6,15194.0
Huesca,2013,7,19374.0
Huesca,2013,8,20891.0
Huesca,2013,9,15706.0
Huesca,2013,10,7440.0
Huesca,2013,11,2929.0
Huesca,2013,12,2800.0
Huesca,2014,1,4315.0
Huesca,2014,2,4389.0
Huesca,2014,3,6031.0
Huesca,2014,4,6781.0
Huesca,2014,5,10962.0
Huesca,2014,6,15971.0
Huesca,2014,7,20166.0
Huesca,2014,8,22692.0
Huesca,2014,9,17639.0
Huesca,2014,10,8807.0
Huesca,2014,11,2446.0
Huesca,2014,12,3610.0
Huesca,2015,1,4560.0
Huesca,2015,2,6317.0
Huesca,2015,3,6367.0
Huesca,2015,4,7739.0
Huesca,2015,5,14288.0
Huesca,2015,6,17232.0
Huesca,2015,7,22157.0
Huesca,2015,8,24927.0
Huesca,2015,9,19617.0
Huesca,2015,10,8879.0
Huesca,2015,11,3060.0
Huesca,2015,12,3925.0
Huesca,2016,1,4914.0
Huesca,2016,2,7457.0
Huesca,2016,3,7994.0
Huesca,2016,4,8061.0
Huesca,2016,5,14040.0
Huesca,2016,6,18598.0
Huesca,2016,7,25977.0
Huesca,2016,8,26273.0
Huesca,2016,9,21093.0
Huesca,2016,10,11004.0
Huesca,2016,11,3313.0
Huesca,2016,12,4010.0
Huesca,2017,1,3745.0
Huesca,2017,2,8200.0
