Provincias,Año,Mes,Turistas_totales
Bizkaia,2015,12,19452.0
Bizkaia,2016,1,16875.0
Bizkaia,2016,2,23203.0
Bizkaia,2016,3,28256.0
Bizkaia,2016,4,39754.0
Bizkaia,2016,5,52609.0
Bizkaia,2016,6,50129.0
Bizkaia,2016,7,67127.0
Bizkaia,2016,8,72721.0
Bizkaia,2016,9,60718.0
Bizkaia,2016,10,52937.0
Bizkaia,2016,11,27143.0
Bizkaia,2016,12,21805.0
Bizkaia,2017,1,26436.0
Bizkaia,2017,2,25762.0
Bizkaia,2017,3,29555.0
Bizkaia,2017,4,47659.0
Bizkaia,2017,5,60073.0
Bizkaia,2017,6,55079.0
Bizkaia,2017,7,67390.0
Bizkaia,2017,8,79455.0
Bizkaia,2017,9,63308.0
Bizkaia,2017,10,52200.0
Bizkaia,2017,11,32779.0
Bizkaia,2017,12,25977.0
Bizkaia,2018,1,23397.0
Bizkaia,2018,2,26727.0
Bizkaia,2018,3,35660.0
Bizkaia,2018,4,48563.0
Bizkaia,2018,5,66135.0
Bizkaia,2018,6,60320.0
Bizkaia,2018,7,72840.0
Bizkaia,2018,8,82335.0
Bizkaia,2018,9,69009.0
Bizkaia,2018,10,59532.0
Bizkaia,2018,11,34801.0
Bizkaia,2018,12,26505.0
Bizkaia,2019,1,23868.0
Bizkaia,2019,2,26105.0
Bizkaia,2019,3,38407.0
Bizkaia,2019,4,58998.0
Bizkaia,2019,5,67915.0
Bizkaia,2019,6,63566.0
Bizkaia,2019,7,77563.0
Bizkaia,2019,8,85071.0
Bizkaia,2019,9,80402.0
Bizkaia,2019,10,65279.0
Bizkaia,2019,11,36213.0
Bizkaia,2019,12,31163.0
Bizkaia,2020,1,27362.0
Bizkaia,2020,2,37907.0
Bizkaia,2020,3,15552.0
Bizkaia,2020,4,0.0
Bizkaia,2020,5,67.0
Bizkaia,2020,6,1732.0
Bizkaia,2020,7,18585.0
Bizkaia,2020,8,23631.0
Bizkaia,2020,9,10295.0
Bizkaia,2020,10,10125.0
Bizkaia,2020,11,3147.0
Bizkaia,2020,12,4033.0
Bizkaia,2021,1,3798.0
Bizkaia,2021,2,3226.0
Bizkaia,2021,3,5064.0
Bizkaia,2021,4,5069.0
Bizkaia,2021,5,8394.0
Bizkaia,2021,6,15043.0
Bizkaia,2021,7,33758.0
Bizkaia,2021,8,47135.0
Bizkaia,2021,9,40970.0
Bizkaia,2021,10,41376.0
Bizkaia,2021,11,30204.0
Bizkaia,2021,12,20582.0
Bizkaia,2022,1,14084.0
Bizkaia,2022,2,18391.0
Bizkaia,2022,3,28981.0
Bizkaia,2022,4,52795.0
Bizkaia,2022,5,61952.0
Bizkaia,2022,6,62479.0
Bizkaia,2022,7,87345.0
Bizkaia,2022,8,87215.0
Bizkaia,2022,9,74437.0
Bizkaia,2022,10,59291.0
Bizkaia,2022,11,33199.0
Bizkaia,2022,12,27780.0
Bizkaia,2023,1,22813.0
Bizkaia,2023,2,29477.0
Bizkaia,2023,3,36639.0
Bizkaia,2023,4,65349.0
Bizkaia,2023,5,78257.0
Bizkaia,2023,6,76425.0
Bizkaia,2023,7,91091.0
Bizkaia,2023,8,100252.0
Bizkaia,2023,9,94019.0
Bizkaia,2023,10,75334.0
Bizkaia,2023,11,40123.0
Bizkaia,2023,12,31125.0
Bizkaia,2024,1,27180.0
Bizkaia,2024,2,31801.0
Bizkaia,2024,3,50710.0
Bizkaia,2024,4,67692.0
Bizkaia,2024,5,80467.0
Bizkaia,2024,6,78143.0
Bizkaia,2024,7,93045.0
Bizkaia,2024,8,106572.0
Bizkaia,2024,9,93655.0
Bizkaia,2024,10,77394.0
Bizkaia,2024,11,41884.0
Bizkaia,2024,12,33518.0
Bizkaia,2025,1,26895.0
Bizkaia,2025,2,32236.0
Bizkaia,2025,3,46363.0
Bizkaia,2025,4,75331.0
Bizkaia,2025,5,92114.0
Bizkaia,2025,6,83026.0
Bizkaia,2025,7,99720.0
Bizkaia,2025,8,109494.0
Bizkaia,2025,9,102008.0
Burgos,1999,1,4961.0
Burgos,1999,2,5278.0
Burgos,1999,3,7851.0
Burgos,1999,4,16158.0
Burgos,1999,5,21544.0
Burgos,1999,6,17856.0
Burgos,1999,7,26798.0
Burgos,1999,8,30111.0
Burgos,1999,9,23409.0
Burgos,1999,10,15871.0
Burgos,1999,11,6662.0
Burgos,1999,12,6810.0
Burgos,2000,1,5039.0
Burgos,2000,2,4907.0
Burgos,2000,3,8058.0
Burgos,2000,4,14345.0
Burgos,2000,5,18654.0
Burgos,2000,6,18083.0
Burgos,2000,7,26873.0
Burgos,2000,8,30033.0
Burgos,2000,9,21107.0
Burgos,2000,10,14270.0
Burgos,2000,11,8267.0
Burgos,2000,12,6959.0
Burgos,2001,1,4912.0
Burgos,2001,2,5840.0
Burgos,2001,3,8494.0
Burgos,2001,4,17082.0
Burgos,2001,5,21391.0
Burgos,2001,6,20556.0
Burgos,2001,7,28623.0
Burgos,2001,8,34729.0
Burgos,2001,9,24072.0
Burgos,2001,10,18524.0
Burgos,2001,11,6825.0
Burgos,2001,12,6658.0
Burgos,2002,1,4918.0
Burgos,2002,2,5048.0
Burgos,2002,3,10150.0
Burgos,2002,4,14181.0
Burgos,2002,5,21989.0
Burgos,2002,6,19956.0
Burgos,2002,7,25432.0
Burgos,2002,8,34815.0
Burgos,2002,9,24649.0
Burgos,2002,10,18216.0
Burgos,2002,11,6513.0
Burgos,2002,12,7156.0
Burgos,2003,1,5122.0
Burgos,2003,2,5867.0
Burgos,2003,3,7696.0
Burgos,2003,4,15119.0
Burgos,2003,5,19464.0
Burgos,2003,6,17799.0
Burgos,2003,7,23141.0
Burgos,2003,8,31530.0
Burgos,2003,9,20930.0
Burgos,2003,10,15245.0
Burgos,2003,11,7804.0
Burgos,2003,12,5557.0
Burgos,2004,1,5867.0
Burgos,2004,2,6495.0
Burgos,2004,3,8449.0
Burgos,2004,4,16533.0
Burgos,2004,5,20777.0
Burgos,2004,6,21914.0
Burgos,2004,7,25625.0
Burgos,2004,8,36006.0
Burgos,2004,9,27360.0
Burgos,2004,10,18470.0
Burgos,2004,11,8026.0
Burgos,2004,12,6435.0
Burgos,2005,1,5915.0
Burgos,2005,2,5982.0
Burgos,2005,3,9178.0
Burgos,2005,4,16302.0
Burgos,2005,5,22589.0
Burgos,2005,6,21632.0
Burgos,2005,7,27487.0
Burgos,2005,8,31228.0
Burgos,2005,9,23617.0
Burgos,2005,10,18741.0
Burgos,2005,11,7449.0
Burgos,2005,12,6088.0
Burgos,2006,1,5634.0
Burgos,2006,2,6598.0
Burgos,2006,3,8408.0
Burgos,2006,4,16714.0
Burgos,2006,5,20740.0
Burgos,2006,6,21250.0
Burgos,2006,7,28064.0
Burgos,2006,8,31475.0
Burgos,2006,9,28034.0
Burgos,2006,10,20971.0
Burgos,2006,11,7389.0
Burgos,2006,12,6915.0
Burgos,2007,1,5569.0
Burgos,2007,2,8275.0
Burgos,2007,3,9722.0
Burgos,2007,4,18067.0
Burgos,2007,5,23458.0
Burgos,2007,6,20763.0
Burgos,2007,7,24939.0
Burgos,2007,8,32375.0
Burgos,2007,9,25509.0
Burgos,2007,10,19767.0
Burgos,2007,11,9330.0
Burgos,2007,12,7753.0
Burgos,2008,1,7389.0
Burgos,2008,2,7111.0
Burgos,2008,3,11244.0
Burgos,2008,4,17570.0
Burgos,2008,5,26219.0
Burgos,2008,6,22220.0
Burgos,2008,7,29580.0
Burgos,2008,8,34459.0
Burgos,2008,9,25545.0
Burgos,2008,10,18047.0
Burgos,2008,11,8058.0
Burgos,2008,12,6462.0
Burgos,2009,1,5930.0
Burgos,2009,2,7551.0
Burgos,2009,3,9340.0
Burgos,2009,4,16130.0
Burgos,2009,5,22149.0
Burgos,2009,6,20526.0
Burgos,2009,7,28343.0
Burgos,2009,8,35394.0
Burgos,2009,9,21645.0
Burgos,2009,10,16175.0
Burgos,2009,11,7386.0
Burgos,2009,12,7540.0
Burgos,2010,1,5237.0
Burgos,2010,2,6609.0
Burgos,2010,3,10178.0
Burgos,2010,4,18852.0
Burgos,2010,5,23077.0
Burgos,2010,6,22996.0
Burgos,2010,7,30687.0
Burgos,2010,8,34847.0
Burgos,2010,9,24692.0
Burgos,2010,10,19126.0
Burgos,2010,11,7700.0
Burgos,2010,12,6711.0
Burgos,2011,1,5927.0
Burgos,2011,2,6484.0
Burgos,2011,3,9081.0
Burgos,2011,4,17540.0
Burgos,2011,5,26580.0
Burgos,2011,6,21677.0
Burgos,2011,7,32692.0
Burgos,2011,8,40770.0
Burgos,2011,9,27226.0
Burgos,2011,10,18961.0
Burgos,2011,11,6888.0
Burgos,2011,12,6600.0
Burgos,2012,1,5166.0
Burgos,2012,2,7436.0
Burgos,2012,3,10911.0
Burgos,2012,4,17644.0
Burgos,2012,5,24330.0
Burgos,2012,6,21818.0
Burgos,2012,7,34207.0
Burgos,2012,8,39619.0
Burgos,2012,9,30191.0
Burgos,2012,10,20401.0
Burgos,2012,11,9488.0
Burgos,2012,12,6851.0
Burgos,2013,1,6098.0
Burgos,2013,2,6955.0
Burgos,2013,3,11185.0
Burgos,2013,4,17302.0
Burgos,2013,5,27228.0
Burgos,2013,6,23970.0
Burgos,2013,7,35737.0
Burgos,2013,8,47400.0
Burgos,2013,9,29532.0
Burgos,2013,10,23053.0
Burgos,2013,11,8293.0
Burgos,2013,12,7339.0
Burgos,2014,1,6225.0
Burgos,2014,2,6245.0
Burgos,2014,3,9622.0
Burgos,2014,4,19815.0
Burgos,2014,5,29975.0
Burgos,2014,6,25636.0
Burgos,2014,7,37556.0
Burgos,2014,8,48314.0
Burgos,2014,9,33092.0
Burgos,2014,10,25460.0
Burgos,2014,11,8094.0
Burgos,2014,12,7514.0
Burgos,2015,1,7093.0
Burgos,2015,2,6737.0
Burgos,2015,3,11155.0
Burgos,2015,4,22351.0
Burgos,2015,5,31641.0
Burgos,2015,6,26869.0
Burgos,2015,7,42459.0
Burgos,2015,8,50056.0
Burgos,2015,9,36714.0
Burgos,2015,10,25540.0
Burgos,2015,11,8883.0
Burgos,2015,12,7930.0
Burgos,2016,1,7242.0
Burgos,2016,2,8596.0
Burgos,2016,3,13178.0
Burgos,2016,4,23903.0
Burgos,2016,5,34749.0
Burgos,2016,6,29417.0
Burgos,2016,7,49287.0
Burgos,2016,8,53300.0
Burgos,2016,9,38016.0
Burgos,2016,10,29407.0
Burgos,2016,11,10311.0
Burgos,2016,12,8716.0
Burgos,2017,1,7763.0
Burgos,2017,2,8507.0
Burgos,2017,3,12330.0
Burgos,2017,4,24642.0
Burgos,2017,5,40358.0
Burgos,2017,6,33353.0
Burgos,2017,7,49858.0
Burgos,2017,8,52704.0
Burgos,2017,9,41233.0
Burgos,2017,10,29015.0
Burgos,2017,11,11630.0
Burgos,2017,12,9496.0
Burgos,2018,1,9145.0
Burgos,2018,2,8297.0
Burgos,2018,3,14261.0
Burgos,2018,4,22373.0
Burgos,2018,5,32880.0
Burgos,2018,6,30152.0
Burgos,2018,7,46394.0
Burgos,2018,8,51115.0
Burgos,2018,9,37923.0
Burgos,2018,10,28659.0
Burgos,2018,11,12011.0
Burgos,2018,12,11412.0
Burgos,2019,1,8286.0
Burgos,2019,2,8979.0
Burgos,2019,3,15486.0
Burgos,2019,4,23762.0
Burgos,2019,5,31505.0
Burgos,2019,6,28805.0
Burgos,2019,7,46809.0
Burgos,2019,8,54619.0
Burgos,2019,9,39106.0
Burgos,2019,10,28640.0
Burgos,2019,11,12458.0
Burgos,2019,12,12559.0
Burgos,2020,1,9814.0
Burgos,2020,2,10545.0
Burgos,2020,3,3922.0
Burgos,2020,4,0.0
Burgos,2020,5,64.0
Burgos,2020,6,1963.0
Burgos,2020,7,14426.0
Burgos,2020,8,16422.0
Burgos,2020,9,6698.0
Burgos,2020,10,6061.0
Burgos,2020,11,2106.0
Burgos,2020,12,2913.0
Burgos,2021,1,2001.0
Burgos,2021,2,1506.0
Burgos,2021,3,2562.0
Burgos,2021,4,2056.0
Burgos,2021,5,4470.0
Burgos,2021,6,8007.0
Burgos,2021,7,22395.0
Burgos,2021,8,23167.0
Burgos,2021,9,21062.0
Burgos,2021,10,19605.0
Burgos,2021,11,10830.0
Burgos,2021,12,8763.0
Burgos,2022,1,8436.0
Burgos,2022,2,8556.0
Burgos,2022,3,11765.0
Burgos,2022,4,20614.0
Burgos,2022,5,28483.0
Burgos,2022,6,27486.0
Burgos,2022,7,44427.0
Burgos,2022,8,54722.0
Burgos,2022,9,32446.0
Burgos,2022,10,26209.0
Burgos,2022,11,11971.0
Burgos,2022,12,11458.0
Burgos,2023,1,10149.0
Burgos,2023,2,10511.0
Burgos,2023,3,12847.0
Burgos,2023,4,26365.0
Burgos,2023,5,36044.0
Burgos,2023,6,31279.0
Burgos,2023,7,49649.0
Burgos,2023,8,50086.0
Burgos,2023,9,40859.0
Burgos,2023,10,28143.0
Burgos,2023,11,12436.0
Burgos,2023,12,10356.0
Burgos,2024,1,9855.0
Burgos,2024,2,10793.0
Burgos,2024,3,16942.0
Burgos,2024,4,31371.0
Burgos,2024,5,39478.0
Burgos,2024,6,29014.0
Burgos,2024,7,51482.0
Burgos,2024,8,49938.0
Burgos,2024,9,45704.0
Burgos,2024,10,34380.0
Burgos,2024,11,16337.0
Burgos,2024,12,14351.0
Burgos,2025,1,15449.0
Burgos,2025,2,12776.0
Burgos,2025,3,17051.0
Burgos,2025,4,32514.0
Burgos,2025,5,44707.0
Burgos,2025,6,35202.0
Burgos,2025,7,50524.0
Burgos,2025,8,55390.0
Burgos,2025,9,45735.0
Cantabria,1999,1,2519.0
Cantabria,1999,2,2793.0
Cantabria,1999,3,4652.0
Cantabria,1999,4,12341.0
Cantabria,1999,5,14801.0
Cantabria,1999,6,19750.0
Cantabria,1999,7,21585.0
Cantabria,1999,8,20015.0
Cantabria,1999,9,20104.0
Cantabria,1999,10,12570.0
Cantabria,1999,11,4665.0
Cantabria,1999,12,2723.0
Cantabria,2000,1,2030.0
Cantabria,2000,2,2295.0
Cantabria,2000,3,5403.0
Cantabria,2000,4,13464.0
Cantabria,2000,5,17130.0
Cantabria,2000,6,20206.0
Cantabria,2000,7,22533.0
Cantabria,2000,8,21809.0
Cantabria,2000,9,23628.0
Cantabria,2000,10,15741.0
Cantabria,2000,11,4203.0
Cantabria,2000,12,3397.0
Cantabria,2001,1,2592.0
Cantabria,2001,2,3360.0
Cantabria,2001,3,5046.0
Cantabria,2001,4,11262.0
Cantabria,2001,5,15831.0
Cantabria,2001,6,19454.0
Cantabria,2001,7,20982.0
Cantabria,2001,8,21339.0
Cantabria,2001,9,20323.0
Cantabria,2001,10,13411.0
Cantabria,2001,11,5148.0
Cantabria,2001,12,3630.0
Cantabria,2002,1,3227.0
Cantabria,2002,2,3575.0
Cantabria,2002,3,7960.0
Cantabria,2002,4,10538.0
Cantabria,2002,5,17445.0
Cantabria,2002,6,19992.0
Cantabria,2002,7,20739.0
Cantabria,2002,8,21998.0
Cantabria,2002,9,21517.0
Cantabria,2002,10,15111.0
Cantabria,2002,11,4914.0
Cantabria,2002,12,3065.0
Cantabria,2003,1,2773.0
Cantabria,2003,2,2335.0
Cantabria,2003,3,5298.0
Cantabria,2003,4,9451.0
Cantabria,2003,5,15680.0
Cantabria,2003,6,16553.0
Cantabria,2003,7,18704.0
Cantabria,2003,8,19587.0
Cantabria,2003,9,17438.0
Cantabria,2003,10,10616.0
Cantabria,2003,11,4080.0
Cantabria,2003,12,3467.0
Cantabria,2004,1,2361.0
Cantabria,2004,2,4016.0
Cantabria,2004,3,4749.0
Cantabria,2004,4,9311.0
Cantabria,2004,5,15488.0
Cantabria,2004,6,19900.0
Cantabria,2004,7,18340.0
Cantabria,2004,8,19826.0
Cantabria,2004,9,23688.0
Cantabria,2004,10,15377.0
Cantabria,2004,11,6735.0
Cantabria,2004,12,4617.0
Cantabria,2005,1,4242.0
Cantabria,2005,2,4546.0
Cantabria,2005,3,8335.0
Cantabria,2005,4,13746.0
Cantabria,2005,5,19003.0
Cantabria,2005,6,20327.0
Cantabria,2005,7,22852.0
Cantabria,2005,8,22980.0
Cantabria,2005,9,21468.0
Cantabria,2005,10,18057.0
Cantabria,2005,11,6687.0
Cantabria,2005,12,5199.0
Cantabria,2006,1,3576.0
Cantabria,2006,2,4436.0
Cantabria,2006,3,8550.0
Cantabria,2006,4,12736.0
Cantabria,2006,5,17802.0
Cantabria,2006,6,21343.0
Cantabria,2006,7,23158.0
Cantabria,2006,8,25539.0
Cantabria,2006,9,23251.0
Cantabria,2006,10,18407.0
Cantabria,2006,11,7335.0
Cantabria,2006,12,5067.0
Cantabria,2007,1,3972.0
Cantabria,2007,2,5316.0
Cantabria,2007,3,9239.0
Cantabria,2007,4,16130.0
Cantabria,2007,5,18221.0
Cantabria,2007,6,22372.0
Cantabria,2007,7,26826.0
Cantabria,2007,8,25662.0
Cantabria,2007,9,25193.0
Cantabria,2007,10,18711.0
Cantabria,2007,11,8056.0
Cantabria,2007,12,4420.0
Cantabria,2008,1,4227.0
Cantabria,2008,2,5249.0
Cantabria,2008,3,9696.0
Cantabria,2008,4,15078.0
Cantabria,2008,5,23091.0
Cantabria,2008,6,23401.0
Cantabria,2008,7,23606.0
Cantabria,2008,8,26180.0
Cantabria,2008,9,25885.0
Cantabria,2008,10,16777.0
Cantabria,2008,11,7669.0
Cantabria,2008,12,6037.0
Cantabria,2009,1,4054.0
Cantabria,2009,2,5811.0
Cantabria,2009,3,7556.0
Cantabria,2009,4,12419.0
Cantabria,2009,5,21467.0
Cantabria,2009,6,22967.0
Cantabria,2009,7,24670.0
Cantabria,2009,8,26146.0
Cantabria,2009,9,21644.0
Cantabria,2009,10,14515.0
Cantabria,2009,11,6403.0
Cantabria,2009,12,4151.0
Cantabria,2010,1,3497.0
Cantabria,2010,2,4761.0
Cantabria,2010,3,6822.0
Cantabria,2010,4,16489.0
Cantabria,2010,5,21559.0
Cantabria,2010,6,25820.0
Cantabria,2010,7,25440.0
Cantabria,2010,8,28401.0
Cantabria,2010,9,26023.0
Cantabria,2010,10,19950.0
Cantabria,2010,11,6519.0
Cantabria,2010,12,5357.0
Cantabria,2011,1,4344.0
Cantabria,2011,2,4819.0
Cantabria,2011,3,7044.0
Cantabria,2011,4,14433.0
Cantabria,2011,5,21791.0
Cantabria,2011,6,27149.0
Cantabria,2011,7,26338.0
Cantabria,2011,8,27939.0
Cantabria,2011,9,26764.0
Cantabria,2011,10,17808.0
Cantabria,2011,11,6510.0
Cantabria,2011,12,4642.0
Cantabria,2012,1,4107.0
Cantabria,2012,2,4987.0
Cantabria,2012,3,6840.0
Cantabria,2012,4,15310.0
Cantabria,2012,5,18399.0
Cantabria,2012,6,25247.0
Cantabria,2012,7,27910.0
Cantabria,2012,8,28120.0
Cantabria,2012,9,28160.0
Cantabria,2012,10,15466.0
Cantabria,2012,11,6953.0
Cantabria,2012,12,5140.0
Cantabria,2013,1,3804.0
Cantabria,2013,2,4595.0
Cantabria,2013,3,8492.0
Cantabria,2013,4,12978.0
Cantabria,2013,5,23215.0
Cantabria,2013,6,24084.0
Cantabria,2013,7,30735.0
Cantabria,2013,8,31461.0
Cantabria,2013,9,33460.0
Cantabria,2013,10,18117.0
Cantabria,2013,11,5956.0
Cantabria,2013,12,4540.0
Cantabria,2014,1,3525.0
Cantabria,2014,2,3704.0
Cantabria,2014,3,6273.0
Cantabria,2014,4,14712.0
Cantabria,2014,5,24249.0
Cantabria,2014,6,25230.0
Cantabria,2014,7,27530.0
Cantabria,2014,8,30340.0
Cantabria,2014,9,30331.0
Cantabria,2014,10,17184.0
Cantabria,2014,11,5318.0
Cantabria,2014,12,4932.0
Cantabria,2015,1,4218.0
Cantabria,2015,2,3835.0
Cantabria,2015,3,5389.0
Cantabria,2015,4,15165.0
Cantabria,2015,5,25901.0
Cantabria,2015,6,28042.0
Cantabria,2015,7,29225.0
Cantabria,2015,8,31364.0
Cantabria,2015,9,30598.0
Cantabria,2015,10,18968.0
Cantabria,2015,11,6424.0
Cantabria,2015,12,3966.0
Cantabria,2016,1,4675.0
Cantabria,2016,2,4436.0
Cantabria,2016,3,9909.0
Cantabria,2016,4,15465.0
Cantabria,2016,5,26103.0
Cantabria,2016,6,32249.0
Cantabria,2016,7,34002.0
Cantabria,2016,8,36103.0
Cantabria,2016,9,36750.0
Cantabria,2016,10,22138.0
Cantabria,2016,11,6600.0
Cantabria,2016,12,5101.0
Cantabria,2017,1,5198.0
Cantabria,2017,2,5861.0
Cantabria,2017,3,9512.0
Cantabria,2017,4,19454.0
Cantabria,2017,5,26677.0
Cantabria,2017,6,32241.0
Cantabria,2017,7,34022.0
Cantabria,2017,8,33762.0
Cantabria,2017,9,38690.0
Cantabria,2017,10,24949.0
Cantabria,2017,11,10090.0
Cantabria,2017,12,6832.0
Cantabria,2018,1,6534.0
Cantabria,2018,2,6477.0
Cantabria,2018,3,10173.0
Cantabria,2018,4,18903.0
Cantabria,2018,5,32927.0
Cantabria,2018,6,34999.0
Cantabria,2018,7,39940.0
Cantabria,2018,8,38782.0
Cantabria,2018,9,42470.0
Cantabria,2018,10,23879.0
Cantabria,2018,11,8250.0
Cantabria,2018,12,7307.0
Cantabria,2019,1,6318.0
Cantabria,2019,2,6545.0
Cantabria,2019,3,9440.0
Cantabria,2019,4,21194.0
Cantabria,2019,5,32462.0
Cantabria,2019,6,36191.0
Cantabria,2019,7,40070.0
Cantabria,2019,8,41393.0
Cantabria,2019,9,43770.0
Cantabria,2019,10,27964.0
Cantabria,2019,11,10170.0
Cantabria,2019,12,8436.0
Cantabria,2020,1,7668.0
Cantabria,2020,2,9183.0
Cantabria,2020,3,4666.0
Cantabria,2020,4,0.0
Cantabria,2020,5,70.0
Cantabria,2020,6,1593.0
Cantabria,2020,7,14213.0
Cantabria,2020,8,14114.0
Cantabria,2020,9,7001.0
Cantabria,2020,10,5431.0
Cantabria,2020,11,1432.0
Cantabria,2020,12,1495.0
Cantabria,2021,1,1293.0
Cantabria,2021,2,1528.0
Cantabria,2021,3,1569.0
Cantabria,2021,4,1670.0
Cantabria,2021,5,3597.0
Cantabria,2021,6,9699.0
Cantabria,2021,7,21235.0
Cantabria,2021,8,24753.0
Cantabria,2021,9,27647.0
Cantabria,2021,10,20532.0
Cantabria,2021,11,8404.0
Cantabria,2021,12,6565.0
Cantabria,2022,1,5799.0
Cantabria,2022,2,6899.0
Cantabria,2022,3,10609.0
Cantabria,2022,4,20254.0
Cantabria,2022,5,33629.0
Cantabria,2022,6,32505.0
Cantabria,2022,7,39091.0
Cantabria,2022,8,40543.0
Cantabria,2022,9,44773.0
Cantabria,2022,10,27590.0
Cantabria,2022,11,10320.0
Cantabria,2022,12,7984.0
Cantabria,2023,1,6507.0
Cantabria,2023,2,7919.0
Cantabria,2023,3,12537.0
Cantabria,2023,4,25466.0
Cantabria,2023,5,37039.0
Cantabria,2023,6,40466.0
Cantabria,2023,7,41011.0
Cantabria,2023,8,43335.0
Cantabria,2023,9,47600.0
Cantabria,2023,10,31981.0
Cantabria,2023,11,11136.0
Cantabria,2023,12,8448.0
Cantabria,2024,1,7666.0
Cantabria,2024,2,10593.0
Cantabria,2024,3,18029.0
Cantabria,2024,4,30514.0
Cantabria,2024,5,43888.0
Cantabria,2024,6,41876.0
Cantabria,2024,7,46644.0
Cantabria,2024,8,45826.0
Cantabria,2024,9,49352.0
Cantabria,2024,10,31117.0
Cantabria,2024,11,11857.0
Cantabria,2024,12,8614.0
Cantabria,2025,1,7255.0
Cantabria,2025,2,7393.0
Cantabria,2025,3,11556.0
Cantabria,2025,4,28883.0
Cantabria,2025,5,49454.0
Cantabria,2025,6,42871.0
Cantabria,2025,7,43714.0
Cantabria,2025,8,41331.0
Cantabria,2025,9,45320.0
Castellón/Castelló,1999,1,4451.0
Castellón/Castelló,1999,2,4763.0
Castellón/Castelló,1999,3,8527.0
Castellón/Castelló,1999,4,14833.0
Castellón/Castelló,1999,5,15106.0
Castellón/Castelló,1999,6,12214.0
Castellón/Castelló,1999,7,13449.0
Castellón/Castelló,1999,8,13000.0
Castellón/Castelló,1999,9,17786.0
Castellón/Castelló,1999,10,21205.0
Castellón/Castelló,1999,11,6508.0
Castellón/Castelló,1999,12,6542.0
Castellón/Castelló,2000,1,5259.0
Castellón/Castelló,2000,2,5848.0
Castellón/Castelló,2000,3,10851.0
Castellón/Castelló,2000,4,15764.0
Castellón/Castelló,2000,5,14794.0
Castellón/Castelló,2000,6,13855.0
Castellón/Castelló,2000,7,14334.0
Castellón/Castelló,2000,8,15527.0
Castellón/Castelló,2000,9,16714.0
Castellón/Castelló,2000,10,20298.0
Castellón/Castelló,2000,11,7388.0
Castellón/Castelló,2000,12,6176.0
Castellón/Castelló,2001,1,6166.0
Castellón/Castelló,2001,2,9979.0
Castellón/Castelló,2001,3,12217.0
Castellón/Castelló,2001,4,14146.0
Castellón/Castelló,2001,5,16082.0
Castellón/Castelló,2001,6,14830.0
Castellón/Castelló,2001,7,13713.0
Castellón/Castelló,2001,8,14674.0
Castellón/Castelló,2001,9,18084.0
Castellón/Castelló,2001,10,19216.0
Castellón/Castelló,2001,11,8017.0
Castellón/Castelló,2001,12,5277.0
Castellón/Castelló,2002,1,5943.0
Castellón/Castelló,2002,2,9461.0
Castellón/Castelló,2002,3,12674.0
Castellón/Castelló,2002,4,18191.0
Castellón/Castelló,2002,5,15625.0
Castellón/Castelló,2002,6,12554.0
Castellón/Castelló,2002,7,13584.0
Castellón/Castelló,2002,8,16581.0
Castellón/Castelló,2002,9,19950.0
Castellón/Castelló,2002,10,19386.0
Castellón/Castelló,2002,11,7978.0
Castellón/Castelló,2002,12,4637.0
Castellón/Castelló,2003,1,7085.0
Castellón/Castelló,2003,2,5130.0
Castellón/Castelló,2003,3,9458.0
Castellón/Castelló,2003,4,15167.0
Castellón/Castelló,2003,5,17326.0
Castellón/Castelló,2003,6,16940.0
Castellón/Castelló,2003,7,15152.0
Castellón/Castelló,2003,8,15767.0
Castellón/Castelló,2003,9,16148.0
Castellón/Castelló,2003,10,17233.0
Castellón/Castelló,2003,11,6024.0
Castellón/Castelló,2003,12,5394.0
Castellón/Castelló,2004,1,6931.0
Castellón/Castelló,2004,2,7248.0
Castellón/Castelló,2004,3,11196.0
Castellón/Castelló,2004,4,15695.0
Castellón/Castelló,2004,5,16804.0
Castellón/Castelló,2004,6,13546.0
Castellón/Castelló,2004,7,15593.0
Castellón/Castelló,2004,8,17705.0
Castellón/Castelló,2004,9,18391.0
Castellón/Castelló,2004,10,20910.0
Castellón/Castelló,2004,11,9147.0
Castellón/Castelló,2004,12,6892.0
Castellón/Castelló,2005,1,5885.0
Castellón/Castelló,2005,2,8985.0
Castellón/Castelló,2005,3,11281.0
Castellón/Castelló,2005,4,15086.0
Castellón/Castelló,2005,5,16381.0
Castellón/Castelló,2005,6,14246.0
Castellón/Castelló,2005,7,16732.0
Castellón/Castelló,2005,8,18039.0
Castellón/Castelló,2005,9,19222.0
Castellón/Castelló,2005,10,19068.0
Castellón/Castelló,2005,11,10158.0
Castellón/Castelló,2005,12,5201.0
Castellón/Castelló,2006,1,6497.0
Castellón/Castelló,2006,2,9367.0
Castellón/Castelló,2006,3,12091.0
Castellón/Castelló,2006,4,18023.0
Castellón/Castelló,2006,5,17859.0
Castellón/Castelló,2006,6,15377.0
Castellón/Castelló,2006,7,25679.0
Castellón/Castelló,2006,8,21823.0
Castellón/Castelló,2006,9,24113.0
Castellón/Castelló,2006,10,22531.0
Castellón/Castelló,2006,11,9941.0
Castellón/Castelló,2006,12,7160.0
Castellón/Castelló,2007,1,8384.0
Castellón/Castelló,2007,2,10489.0
Castellón/Castelló,2007,3,11619.0
Castellón/Castelló,2007,4,17811.0
Castellón/Castelló,2007,5,18541.0
