Provincias,Año,Mes,Turistas_totales,Turistas_pasados,lag_estacional,lag_1,lag_2,lag_3,lag_4,log_ratio,log_lag_1,log_lag_2,log_lag_3,log_lag_4,log_lag_estacional,media_lag_2,media_lag_3,tendencia_corta
Córdoba,2022,7,24964.0,32670.0,15611.0,32670.0,19358.0,15611.0,9542.0,-0.2690224385411817,10.394243113248184,9.87091270660395,9.655795128300506,9.163563180417254,9.655795128300506,10.132577909926066,9.973650316050879,0.5233304066442344
Córdoba,2022,8,31168.0,24964.0,19358.0,24964.0,32670.0,19358.0,15611.0,0.22195714038832826,10.12523012293471,10.394243113248184,9.87091270660395,9.655795128300506,9.87091270660395,10.259736618091447,10.130128647595614,-0.2690129903134739
Córdoba,2023,6,35887.0,31168.0,32670.0,31168.0,24964.0,32670.0,19358.0,0.14098318546227517,10.347179290116486,10.12523012293471,10.394243113248184,9.87091270660395,10.394243113248184,10.236204706525598,10.288884175433127,0.22194916718177637
Córdoba,2023,7,30502.0,35887.0,24964.0,35887.0,31168.0,24964.0,32670.0,-0.16258285768840786,10.48815825675999,10.347179290116486,10.12523012293471,10.394243113248184,10.12523012293471,10.417668773438237,10.320189223270395,0.1409789666435035
Córdoba,2023,8,37564.0,30502.0,31168.0,30502.0,35887.0,31168.0,24964.0,0.20825388970837544,10.325580318414149,10.48815825675999,10.347179290116486,10.12523012293471,10.347179290116486,10.40686928758707,10.386972621763542,-0.16257793834584078
Córdoba,2024,6,41729.0,37564.0,35887.0,37564.0,30502.0,35887.0,31168.0,0.10515018579859614,10.533828044803261,10.325580318414149,10.48815825675999,10.347179290116486,10.48815825675999,10.429704181608706,10.4491888733258,0.2082477263891125
Córdoba,2024,7,31409.0,41729.0,30502.0,41729.0,37564.0,30502.0,35887.0,-0.28410185469180504,10.638975573585599,10.533828044803261,10.325580318414149,10.48815825675999,10.325580318414149,10.586401809194431,10.49946131226767,0.10514752878233757
Córdoba,2024,8,38036.0,31409.0,37564.0,31409.0,41729.0,37564.0,30502.0,0.19143860362803977,10.354881592532692,10.638975573585599,10.533828044803261,10.325580318414149,10.533828044803261,10.496928583059145,10.509228403640517,-0.28409398105290684
Gipuzkoa,2018,6,57960.0,63836.0,55410.0,63836.0,61343.0,55410.0,57343.0,-0.09656417708445808,11.064088238538305,11.02425264584537,10.922533408982428,10.956823496334602,10.922533408982428,11.044170442191838,11.003624764455367,0.039835592692934796
Gipuzkoa,2018,7,63137.0,57960.0,61343.0,57960.0,63836.0,61343.0,55410.0,0.08555385108641644,10.967525649563905,11.064088238538305,11.02425264584537,10.922533408982428,11.02425264584537,11.015806944051105,11.018622177982527,-0.0965625889744004
