iter	RMSE
502	0.1290497539
503	0.1289299849
504	0.1288126609
505	0.128651447
506	0.1284633364
507	0.1283652811
508	0.1282106482
509	0.1281251064
510	0.1280334274
511	0.1278814458
512	0.127822705
513	0.1277118175
514	0.1275976182
515	0.1274979666
516	0.1273974155
517	0.1272023608
518	0.1269316899
519	0.1268367836
520	0.1265966853
521	0.1263445303
522	0.1263276173
523	0.1262912902
524	0.126200708
525	0.1260268265
526	0.1259563175
527	0.1258691184
528	0.1257739211
529	0.1256903546
530	0.1255683855
531	0.1254652039
532	0.1253632257
533	0.1253013251
534	0.1251974031
535	0.125150697
536	0.1251359875
537	0.1250672898
538	0.1250439286
539	0.1248864146
540	0.1248239227
541	0.124670393
542	0.1245726625
543	0.1245033211
544	0.124442251
545	0.1242449942
546	0.1241611081
547	0.1240589828
548	0.1239928399
549	0.1238947195
550	0.1238317683
551	0.1238139819
552	0.123704661
553	0.123646218
554	0.1235204866
555	0.1234850567
556	0.1234145376
557	0.1233572008
558	0.1231790212
559	0.1230939765
560	0.1230218208
561	0.1229082067
562	0.1228804605
563	0.1225160449
564	0.1224808284
565	0.1223346688
566	0.1222996824
567	0.1220432918
568	0.1218620619
569	0.1218199283
570	0.1217630305
571	0.1217468253
572	0.1216057515
573	0.1215300189
574	0.1214701828
575	0.1213836133
576	0.1213710915
577	0.1212828817
578	0.1211313105
579	0.1210738874
580	0.1210616367
581	0.1209029461
582	0.1208528457
583	0.1207560273
584	0.1206050678
585	0.1203460274
586	0.1203112632
587	0.1200894633
588	0.1200479755
589	0.119988093
590	0.1199589064
591	0.1198666546
592	0.119818795
593	0.1197738328
594	0.1196368842
595	0.1193733733
596	0.1191204105
597	0.1190386444
598	0.1189274117
599	0.118911344
600	0.1188483959
601	0.1187717759
602	0.1187000772
603	0.1185891823
604	0.1185030085
605	0.1182524369
606	0.1181851313
607	0.1179684322
608	0.1179171591
609	0.1178306928
610	0.1177092367
611	0.1176643587
612	0.117623879
613	0.117488363
614	0.117439354
615	0.1173662231
616	0.1173392185
617	0.1171728456
618	0.1170468974
619	0.1169768699
620	0.1169639355
621	0.1169042376
622	0.1168964498
623	0.116857267
624	0.1167438772
625	0.1167042942
626	0.1165735638
627	0.1165459789
628	0.1165273389
629	0.116492323
630	0.1164546782
631	0.1164173575
632	0.1163896403
633	0.1163662513
634	0.1162831056
635	0.1162194918
636	0.1160383929
637	0.1159280484
638	0.1158135951
639	0.1156958451
640	0.1156577777
641	0.1156157986
642	0.1156042814
643	0.1155167102
644	0.1154888028
645	0.1154220818
646	0.1153774682
647	0.1153044211
648	0.1152460547
649	0.1150961621
650	0.1149937047
651	0.1149673426
652	0.1149558976
653	0.1148384643
654	0.1148066143
655	0.1147478702
656	0.1146436382
657	0.1145917786
658	0.1144291213
659	0.1144049762
660	0.1142785928
661	0.1142523887
662	0.114192457
663	0.1140784824
664	0.1140286509
665	0.1138155018
666	0.1137821781
667	0.1137445799
668	0.1137338367
669	0.1136088261
670	0.1134917493
671	0.1134314225
672	0.1132862615
673	0.1131766983
674	0.1131645795
675	0.1131400386
676	0.1130661252
677	0.1129567273
678	0.1128282526
679	0.1126796218
680	0.1125167637
681	0.1124244621
682	0.112254686
683	0.1121572535
684	0.112061876
685	0.1119726446
686	0.1119552973
687	0.1118896932
688	0.1118242129
689	0.1117451513
690	0.1117265487
691	0.1117034383
692	0.1115699198
693	0.1114678121
694	0.1114625424
695	0.1114188411
696	0.1113887837
697	0.1113249631
698	0.1112072366
699	0.111026406
700	0.1109161531
701	0.1108397236
702	0.1107978688
703	0.1106913206
704	0.1106015486
705	0.110539878
706	0.1103620541
707	0.1101985287
708	0.1101461972
709	0.1101188376
710	0.1100677757
711	0.1099072387
712	0.1098173095
713	0.1098039322
714	0.1097655036
715	0.1096769221
716	0.1095060309
717	0.1094695449
718	0.1093762515
719	0.1092646787
720	0.1092395961
721	0.1091638521
722	0.1091078723
723	0.1090950617
724	0.1089020951
725	0.1087887711
726	0.1087428735
727	0.1087300266
728	0.1086373528
729	0.1084132523
730	0.1082432065
731	0.1081686706
732	0.108068351
733	0.1080522455
734	0.1078988125
735	0.1077589287
736	0.1077288541
737	0.1076303814
738	0.107585665
739	0.1074838047
740	0.107426609
741	0.1073388021
742	0.1072472696
743	0.1071408206
744	0.1070863885
745	0.1070383758
746	0.1069847617
747	0.1068896272
748	0.1068111311
749	0.1066680227
750	0.1066315304
751	0.1064882079
752	0.1064784419
753	0.1064331794
754	0.1063909223
755	0.1063331358
756	0.1062988187
757	0.1062570861
758	0.1062045901
759	0.1060788409
760	0.1059135927
761	0.1058128621
762	0.1057025093
763	0.1056164067
764	0.1055708056
765	0.1055285248
766	0.105505075
767	0.105433758
768	0.1053873272
769	0.1053063808
770	0.1052938426
771	0.1052284634
772	0.1051448672
773	0.1050084256
774	0.1049905458
775	0.1049404511
776	0.1047706583
777	0.1047216851
778	0.1046742156
779	0.1046375866
780	0.1046203872
781	0.1045210206
782	0.1044822316
783	0.1044198498
784	0.1044046562
785	0.1043603439
786	0.1043434921
787	0.1042921845
788	0.1041983541
789	0.1041795934
790	0.104058676
791	0.1039411113
792	0.1038650213
793	0.1038032393
794	0.1037185357
795	0.1034980165
796	0.1034290243
797	0.1034085217
798	0.1032919283
799	0.1032426061
800	0.1031101068
801	0.1030335822
802	0.1030164196
803	0.102935644
804	0.1028336336
805	0.1027618672
806	0.1027053216
807	0.1026187167
808	0.102534491
809	0.1025078393
810	0.1024753992
811	0.1023356741
812	0.1022579166
813	0.1022200518
814	0.1022166124
815	0.102103988
816	0.1020594963
817	0.1020069366
818	0.1019285211
819	0.1018993931
820	0.1018580299
821	0.1017874036
822	0.1017749216
823	0.1017057582
824	0.1016532251
825	0.1016153615
826	0.1015687253
827	0.1015085152
828	0.1013807035
829	0.1013234092
830	0.1013213854
831	0.1013080203
832	0.1011839543
833	0.1011594338
834	0.1011116077
835	0.1010753762
836	0.1010017177
837	0.1009705396
838	0.1008489032
839	0.1008114947
840	0.1007618954
841	0.1007065904
842	0.1006635534
843	0.1006445846
844	0.1006030111
845	0.1005397216
846	0.1005027847
847	0.1004975536
848	0.1004796001
849	0.1004684102
850	0.1003921602
851	0.1003213425
852	0.1002336342
853	0.1001484715
854	0.09999915112
855	0.09998424933
856	0.09991155798
857	0.09985705427
858	0.0997847342
859	0.0997386079
860	0.09966364659
861	0.09956973212
862	0.09955131913
863	0.09950762696
864	0.09943548001
865	0.09941171784
866	0.09934019516
867	0.09931067198
868	0.09927201994
869	0.09919797843
870	0.09914957087
871	0.09910435954
872	0.09908617387
873	0.09904273344
874	0.09897879669
875	0.09894418624
876	0.09890786654
877	0.09888925462
878	0.09887671603
879	0.09884739154
880	0.09878391954
881	0.09873244571
882	0.09863609344
883	0.09863114254
884	0.09856916061
885	0.09849959335
886	0.09848946764
887	0.09842393515
888	0.09833270771
889	0.09826569835
890	0.09820139597
891	0.09812582451
892	0.09803215555
893	0.09798565916
894	0.09796024197
895	0.09793439897
896	0.09790887144
897	0.09783706156
898	0.09775419442
899	0.09774325027
900	0.09773859303
901	0.0976479007
902	0.09761029753
903	0.09758361675
904	0.09750726929
905	0.09744097809
906	0.09735581199
907	0.0973058517
908	0.09726986423
909	0.09721908634
910	0.09713553988
911	0.09710019244
912	0.0970222996
913	0.09691836968
914	0.09685566673
915	0.09677260767
916	0.09670334405
917	0.09663832516
918	0.09658693729
919	0.09646757565
920	0.09640695985
921	0.09630853859
922	0.09624972703
923	0.09617231471
924	0.09602724635
925	0.09600826514
926	0.0959530117
927	0.09591337458
928	0.09583007224
929	0.09580711195
930	0.09572577208
931	0.09564711968
932	0.09560659036
933	0.09550520134
934	0.09546046446
935	0.09541065842
936	0.09536389227
937	0.09530841705
938	0.09519759525
939	0.09513801516
940	0.09512609524
941	0.09502226858
942	0.09493674256
943	0.09490050965
944	0.09483037681
945	0.09475504299
946	0.0946983587
947	0.09465099904
948	0.09457902306
949	0.09456527204
950	0.0944967255
951	0.0944309698
952	0.09430292009
953	0.09428462878
954	0.09425153507
955	0.09420829638
956	0.09414664245
957	0.09408602814
958	0.09404041427
959	0.09403321331
960	0.09399650461
961	0.09392827976
962	0.09386205424
963	0.09382144354
964	0.09374197979
965	0.09366869393
966	0.09359856617
967	0.09359422545
968	0.09355582939
969	0.09354046204
970	0.09351699558
971	0.09348174058
972	0.09340391615
973	0.09333630824
974	0.09330138037
975	0.09325057263
976	0.09320815599
977	0.0931635792
978	0.09309142989
979	0.09304862844
980	0.0929812871
981	0.09292815759
982	0.0928520178
983	0.09276424489
984	0.09272381744
985	0.09270529959
986	0.09267722408
987	0.09259783965
988	0.09255962179
989	0.09249853579
990	0.09242591194
991	0.0923929188
992	0.09237868993
993	0.09231682455
994	0.09222504425
995	0.09221600044
996	0.09220749923
997	0.09211087783
998	0.09201958204
999	0.09201689988
1000	0.09199911314
1001	0.09196310631
1002	0.09191301543
1003	0.09186078774
1004	0.0918093073
1005	0.09169682025
1006	0.0916602732
1007	0.09159549979
1008	0.0915627711
1009	0.09150958458
1010	0.09149929701
1011	0.09143524611
1012	0.09138797601
1013	0.09135257345
1014	0.09130741041
1015	0.09128738566
1016	0.09126489846
1017	0.09123534205
1018	0.09116113906
1019	0.09113454166
1020	0.09104922565
1021	0.09098914966
1022	0.09091531119
1023	0.09089370696
1024	0.09081966279
1025	0.09075798064
1026	0.09072169139
1027	0.09064954333
1028	0.09064141555
1029	0.09059196672
1030	0.09056770337
1031	0.09052848373
1032	0.09044976162
1033	0.09039317202
1034	0.0903527232
1035	0.09033510405
1036	0.09028268771
1037	0.09020591073
1038	0.09016869373
1039	0.09008421821
1040	0.0900588998
1041	0.09002499092
1042	0.0899252568
1043	0.08988432468
1044	0.08982494741
1045	0.08979030883
1046	0.08978148637
1047	0.08973889228
1048	0.08968118837
1049	0.08962347243
1050	0.08960013612
1051	0.08952854394
1052	0.08952624199
1053	0.0894427957
1054	0.08928466132
1055	0.08924614128
1056	0.08921290092
1057	0.0891079474
1058	0.08905222593
1059	0.08901359311
1060	0.08893454985
1061	0.088807546
1062	0.08874013278
1063	0.08872849083
1064	0.08864317707
1065	0.08862430102
1066	0.08860274927
1067	0.08856336312
1068	0.08853413199
1069	0.08843622037
1070	0.08840990829
1071	0.08836647632
1072	0.08832911259
1073	0.08830655119
1074	0.08829129437
1075	0.08824859985
1076	0.08824650788
1077	0.08816862388
1078	0.08811863578
1079	0.08810790423
1080	0.08806818913
1081	0.08805268786
1082	0.08802070195
1083	0.08798752522
1084	0.08792487591
1085	0.08785729353
1086	0.087843337
1087	0.08783451767
1088	0.08777307831
1089	0.08766361232
1090	0.08759255662
1091	0.08752331839
1092	0.08747890062
1093	0.08744861788
1094	0.08738312094
1095	0.08733446932
1096	0.08728877768
1097	0.08727707651
1098	0.08726059066
1099	0.0872370809
1100	0.08717285403
1101	0.0871356588
1102	0.08712069909
1103	0.08709077474
1104	0.08707367198
1105	0.0870440428
1106	0.08696799782
1107	0.08690851918
1108	0.08688249551
1109	0.08684658582
1110	0.08681761069
1111	0.08676810901
1112	0.08674856512
1113	0.08670201026
1114	0.08665421874
1115	0.08661264572
1116	0.08653853788
1117	0.08646393606
1118	0.0864177915
1119	0.08636124477
1120	0.08632075201
1121	0.08631270628
1122	0.08617990487
1123	0.08611757507
1124	0.08605437384
1125	0.08602212523
1126	0.08599981732
1127	0.08596913762
1128	0.08594724979
1129	0.08591021603
1130	0.08587241981
1131	0.0858217541
1132	0.08576383893
1133	0.08563568981
1134	0.08560678504
1135	0.08558521376
1136	0.08556496085
1137	0.08554155217
1138	0.0855173422
1139	0.0854960883
1140	0.08541147525
1141	0.08538372906
1142	0.08532425346
1143	0.08526142754
1144	0.08521151966
1145	0.08516212184
1146	0.08510934222
1147	0.08505698372
1148	0.08505428065
1149	0.0850378173
1150	0.08493890099
1151	0.08486535069
1152	0.0848417402
1153	0.08478183275
1154	0.08471457011
1155	0.08469530218
1156	0.08460997987
1157	0.08457906764
1158	0.08457725217
1159	0.08451677427
1160	0.08449433625
1161	0.08440767711
1162	0.0843606314
1163	0.08432951188
1164	0.08429584695
1165	0.08423902228
1166	0.08421213434
1167	0.08418947659
1168	0.08416855315
1169	0.08409339234
1170	0.08406846842
1171	0.08404477875
1172	0.08402548897
1173	0.08397311184
1174	0.08394553351
1175	0.08387533314
1176	0.08385765327
1177	0.08379516132
1178	0.0837662975
1179	0.08372300927
1180	0.08367138407
1181	0.08364881927
1182	0.08355214684
1183	0.08354502714
1184	0.08353778986
1185	0.08350791076
1186	0.08346219598
1187	0.08341581919
1188	0.0833818921
1189	0.08333675882
1190	0.0832968365
1191	0.08324979425
1192	0.08316523029
1193	0.08313659142
1194	0.08309475745
1195	0.08306980993
1196	0.08303088189
1197	0.08300263089
1198	0.08298112681
1199	0.08295975538
1200	0.08293278007
1201	0.08292006626
1202	0.08288542371
1203	0.08284037516
1204	0.08279907947
1205	0.08275876465
1206	0.08270271539
1207	0.08263116818
1208	0.08262988992
1209	0.08258390013
1210	0.08256304602
1211	0.08252032109
1212	0.08249508322
1213	0.082462338
1214	0.08242013524
1215	0.08237555484
1216	0.08236428546
1217	0.08233239943
1218	0.08228498971
1219	0.08225507685
1220	0.08220861845
1221	0.08212023424
1222	0.08209074954
1223	0.08202422777
1224	0.08195984254
1225	0.08193494233
1226	0.08189605633
1227	0.08185576115
1228	0.08183850336
1229	0.08180212755
1230	0.0817938511
1231	0.08176930744
1232	0.08171901559
1233	0.08164886911
1234	0.0815644625
1235	0.08152837142
1236	0.08146797579
1237	0.08144071876
1238	0.08139192392
1239	0.08131989521
1240	0.08127259228
1241	0.08119227176
1242	0.08115866947
1243	0.08113099375
1244	0.08112595829
1245	0.08111731929
1246	0.08108310579
1247	0.08105122051
1248	0.08103633831
1249	0.08100845457
1250	0.08097493671
1251	0.08096770044
1252	0.08091096931
1253	0.0808679071
1254	0.08086177662
1255	0.08085616387
1256	0.08081226609
1257	0.08080934475
1258	0.08075559268
1259	0.08073928045
1260	0.08072071811
1261	0.08068111877
1262	0.08066228074
1263	0.08062909949
1264	0.08062765692
1265	0.08061107345
1266	0.08054003031
1267	0.080509432
1268	0.08046886842
1269	0.08043312404
1270	0.08042442297
1271	0.08038769143
1272	0.08034978202
1273	0.08031283271
1274	0.08025181217
1275	0.08021055968
1276	0.08018696522
1277	0.08016937016
1278	0.0801552729
1279	0.08012981501
1280	0.08010511976
1281	0.08001082709
1282	0.07996682273
1283	0.0798813925
1284	0.07986282796
1285	0.07982870184
1286	0.07979105159
1287	0.07974360777
1288	0.07969985023
1289	0.07968055896
1290	0.07963479173
1291	0.07961750084
1292	0.07956280476
1293	0.07950561034
1294	0.07948660209
1295	0.07944990521
1296	0.07942982614
1297	0.07942880105
1298	0.07936490669
1299	0.07934799856
1300	0.07932269172
1301	0.07927885671
1302	0.07921666761
1303	0.07917313063
1304	0.07914308026
1305	0.07910558223
1306	0.07906814102
1307	0.07905763811
1308	0.07902765276
1309	0.07902095302
1310	0.0789835584
1311	0.07895441517
1312	0.07891253876
1313	0.07888113483
1314	0.07883092018
1315	0.07880606334
1316	0.07879314657
1317	0.07878216856
1318	0.07876214493
1319	0.07870627163
1320	0.07867803295
1321	0.0786534742
1322	0.07862323979
1323	0.0786076952
1324	0.07855654005
1325	0.07851320144
1326	0.07847595316
1327	0.07842493582
1328	0.07838342547
1329	0.0783468262
1330	0.07832866491
1331	0.07829811292
1332	0.07827454372
1333	0.07825179028
1334	0.07822505867
1335	0.07817155352
1336	0.07816280153
1337	0.07813491772
1338	0.07810789266
1339	0.07808388091
1340	0.07804480825
1341	0.07800811657
1342	0.0779412041
1343	0.07789598733
1344	0.07787424413
1345	0.07783704687
1346	0.07781526551
1347	0.07776362101
1348	0.0777618054
1349	0.07773131842
1350	0.07770415738
1351	0.07767389422
1352	0.07764207655
1353	0.07762004191
1354	0.07760077993
1355	0.07756339101
1356	0.07752644248
1357	0.07750636723
1358	0.0774674373
1359	0.07743265463
1360	0.07737414527
1361	0.07734230013
1362	0.0772840147
1363	0.07720893181
1364	0.07713044323
1365	0.07707779941
1366	0.07703015914
1367	0.07699541613
1368	0.07693996053
1369	0.07689216135
1370	0.07678028257
1371	0.07673341702
1372	0.07669978709
1373	0.07669138371
1374	0.07668359215
1375	0.07664919185
1376	0.07656199919
1377	0.07655510643
1378	0.07647412955
1379	0.07642739504
1380	0.07641381593
1381	0.07636826228
1382	0.07636453387
1383	0.07634773471
1384	0.07632151369
1385	0.07630103305
1386	0.07621333791
1387	0.07612567642
1388	0.07606095953
1389	0.0760409047
1390	0.07603146188
1391	0.07597991491
1392	0.07597276049
1393	0.07597089478
1394	0.07592834617
1395	0.07591137354
1396	0.07587404502
1397	0.07584509764
1398	0.07580072538
1399	0.0757809719
1400	0.0757691695
1401	0.07573810126
1402	0.07572125536
1403	0.07569381456
1404	0.07567905899
1405	0.07562197809
1406	0.07559167899
1407	0.07552968254
1408	0.0755234181
1409	0.07546834401
1410	0.0754113582
1411	0.07539810504
1412	0.07535532962
1413	0.07533882274
1414	0.07529851105
1415	0.07527555532
1416	0.07525012126
1417	0.07523210079
1418	0.07518363444
1419	0.07516810834
1420	0.07512737993
1421	0.07510798196
1422	0.07507969761
1423	0.07504158093
1424	0.07502989606
1425	0.07502867162
1426	0.07501062103
1427	0.07499905355
1428	0.07498078823
1429	0.07493672266
1430	0.07491350387
1431	0.07489636163
1432	0.07487436498
1433	0.07484672103
1434	0.07482124809
1435	0.07481949544
1436	0.074785877
1437	0.07476885537
1438	0.074721825
1439	0.07470556279
1440	0.07468684189
1441	0.07465440968
1442	0.07457486759
1443	0.07453314984
1444	0.07451407306
1445	0.07449896627
1446	0.07449431694
1447	0.07449186071
1448	0.07444642374
1449	0.07442768011
1450	0.07440711502
1451	0.07437973599
1452	0.07433014223
1453	0.07429840902
1454	0.07425424436
1455	0.07422285628
1456	0.07419509121
1457	0.07417717051
1458	0.07415459668
1459	0.07412928775
1460	0.07407729447
1461	0.074033212
1462	0.07401078815
1463	0.07399222652
1464	0.07397214835
1465	0.07396515238
1466	0.07395812303
1467	0.07394638773
1468	0.07392020705
1469	0.07390065258
1470	0.07387171262
1471	0.0738582373
1472	0.07385280867
1473	0.07383080909
1474	0.07382078249
1475	0.07379917489
1476	0.07375913521
1477	0.07373881825
1478	0.07373374781
1479	0.07372040628
1480	0.07369214187
1481	0.07365644366
1482	0.0736187649
1483	0.07356127088
1484	0.07354466372
1485	0.07354371412
1486	0.07352885747
1487	0.0734946083
1488	0.07346234316
1489	0.07346125729
1490	0.0734208099
1491	0.07336962097
1492	0.07335903415
1493	0.07334394169
1494	0.07329987861
1495	0.07327700188
1496	0.07322448367
1497	0.07318857688
1498	0.07314008469
1499	0.07311267354
1500	0.07308966356
1501	0.07304592006
1502	0.07300795624
1503	0.07298361911
1504	0.0729768706
1505	0.07296600389
1506	0.07291013038
1507	0.07289739907
1508	0.0728893937
