iter	Passed	Remaining
880	39624	27840
881	39664	27792
882	39702	27742
883	39758	27705
884	39797	27655
885	39839	27609
886	39878	27559
887	39914	27508
888	39963	27466
889	40001	27416
890	40046	27372
891	40097	27331
892	40143	27286
893	40191	27243
894	40242	27203
895	40288	27158
896	40325	27108
897	40384	27073
898	40426	27025
899	40473	26982
900	40518	26937
901	40570	26897
902	40618	26854
903	40668	26812
904	40711	26766
905	40778	26735
906	40823	26690
907	40870	26647
908	40926	26609
909	40968	26561
910	41004	26511
911	41048	26465
912	41092	26419
913	41143	26378
914	41192	26336
915	41232	26287
916	41271	26238
917	41304	26186
918	41343	26137
919	41378	26086
920	41417	26037
921	41453	25986
922	41491	25937
923	41530	25888
924	41567	25839
925	41616	25796
926	41791	25832
927	42001	25888
928	42047	25844
929	42089	25796
930	42133	25750
931	42171	25700
932	42211	25652
933	42249	25602
934	42287	25553
935	42330	25506
936	42371	25458
937	42404	25406
938	42446	25359
939	42482	25308
940	42525	25262
941	42564	25213
942	42603	25164
943	42641	25115
944	42683	25068
945	42718	25016
946	42752	24965
947	42789	24915
948	42824	24864
949	42859	24813
950	42901	24766
951	42939	24717
952	42983	24671
953	43038	24632
954	43563	24860
955	43596	24807
956	43767	24833
957	43837	24801
958	43887	24758
959	43938	24715
960	43974	24664
961	44012	24614
962	44052	24565
963	44105	24523
964	44150	24476
965	44185	24425
966	44234	24381
967	44270	24330
968	44305	24278
969	44338	24226
970	44379	24177
971	44419	24129
972	44456	24078
973	44509	24037
974	44549	23988
975	44585	23937
976	44628	23890
977	44665	23839
978	44699	23787
979	44735	23737
980	44769	23685
981	44807	23635
982	44846	23586
983	44885	23537
984	44931	23491
985	44965	23440
986	44999	23388
987	45042	23342
988	45079	23291
989	45118	23242
990	45153	23191
991	45192	23142
992	45241	23098
993	45286	23053
994	45328	23006
995	45365	22955
996	45405	22907
997	45439	22856
998	45473	22805
999	45510	22755
1000	45545	22704
1001	45594	22660
1002	45634	22612
1003	45674	22564
1004	45709	22513
1005	45755	22468
1006	45795	22420
1007	45836	22372
1008	45871	22322
1009	45910	22273
1010	45945	22222
1011	45989	22176
1012	46024	22126
1013	46061	22076
1014	46097	22026
1015	46132	21976
1016	46207	21945
1017	46276	21911
1018	46325	21866
1019	46365	21819
1020	46403	21770
1021	46442	21721
1022	46479	21672
1023	46516	21622
1024	46552	21572
1025	46590	21524
1026	46634	21478
1027	46670	21428
1028	46705	21378
1029	46752	21333
1030	46798	21288
1031	46840	21241
1032	46879	21193
1033	46914	21143
1034	46949	21093
1035	46983	21042
1036	47027	20996
1037	47068	20949
1038	47108	20901
1039	47146	20853
1040	47189	20806
1041	47228	20758
1042	47263	20708
1043	47299	20659
1044	47333	20609
1045	47371	20560
1046	47406	20511
1047	47446	20463
1048	47483	20414
1049	47524	20367
1050	47562	20319
1051	47605	20272
1052	47645	20225
1053	47682	20176
1054	47721	20128
1055	47758	20080
1056	47794	20031
1057	47846	19988
1058	47881	19939
1059	47929	19895
1060	47968	19847
1061	48009	19800
1062	48053	19754
1063	48090	19706
1064	48128	19657
1065	48166	19610
1066	48205	19562
1067	48242	19513
1068	48288	19468
1069	48322	19419
1070	48360	19371
1071	48403	19325
1072	48443	19278
1073	48487	19232
1074	48522	19183
1075	48558	19134
1076	48596	19086
1077	48631	19037
1078	48668	18989
1079	48708	18942
1080	48746	18894
1081	48779	18844
1082	48818	18797
1083	48855	18748
1084	48891	18700
1085	48924	18650
1086	48955	18600
1087	48989	18551
1088	49021	18501
1089	49053	18451
1090	49087	18402
1091	49119	18352
1092	49152	18302
1093	49183	18252
1094	49214	18202
1095	49250	18154
1096	49285	18105
1097	49321	18057
1098	49748	18152
1099	49787	18104
1100	49832	18059
1101	49881	18015
1102	49918	17967
1103	49962	17921
1104	50010	17876
1105	50050	17830
1106	50084	17780
1107	50127	17734
1108	50161	17685
1109	50198	17637
1110	50241	17591
1111	50278	17543
1112	50315	17495
1113	50350	17446
1114	50383	17397
1115	50417	17348
1116	50451	17298
1117	50483	17249
1118	50520	17201
1119	50558	17153
1120	50589	17104
1121	50623	17054
1122	50663	17008
1123	50698	16959
1124	50737	16912
1125	50770	16863
1126	50809	16816
1127	50847	16768
1128	50880	16719
1129	50912	16670
1130	50951	16623
1131	50983	16574
1132	51014	16524
1133	51050	16476
1134	51082	16427
1135	51111	16377
1136	51153	16331
1137	51187	16282
1138	51221	16234
1139	51254	16185
1140	51285	16136
1141	51319	16087
1142	51351	16038
1143	51381	15989
1144	51410	15939
1145	51440	15890
1146	51473	15841
1147	51505	15792
1148	51548	15747
1149	51584	15699
1150	51619	15651
1151	51653	15603
1152	51686	15555
1153	51720	15507
1154	51759	15460
1155	51791	15412
1156	51824	15363
1157	51853	15314
1158	51885	15265
1159	51918	15217
1160	51951	15169
1161	51983	15120
1162	52018	15073
1163	52056	15026
1164	52086	14977
1165	52123	14930
1166	52158	14883
1167	52190	14834
1168	52222	14786
1169	52251	14737
1170	52282	14689
1171	52315	14641
1172	52349	14593
1173	52381	14545
1174	52416	14498
1175	52450	14450
1176	52488	14404
1177	52527	14357
1178	52559	14310
1179	52590	14261
1180	52623	14214
1181	52655	14166
1182	52687	14118
1183	52722	14071
1184	52753	14022
1185	52786	13975
1186	52826	13929
1187	52875	13886
1188	52909	13839
1189	52950	13793
1190	52984	13746
1191	53015	13698
1192	53046	13650
1193	53077	13602
1194	53111	13555
1195	53145	13508
1196	53181	13462
1197	53217	13415
1198	53247	13367
1199	53278	13319
1200	53312	13272
1201	53351	13226
1202	53389	13180
1203	53423	13134
1204	53463	13088
1205	53494	13041
1206	53528	12994
1207	53562	12947
1208	53595	12900
1209	53627	12852
1210	53658	12805
1211	53688	12757
1212	53719	12710
1213	53754	12663
1214	53793	12618
1215	53828	12571
1216	53862	12525
1217	53896	12478
1218	53934	12432
1219	53976	12388
1220	54016	12342
1221	54068	12300
1222	54105	12254
1223	54159	12212
1224	54202	12167
1225	54273	12129
1226	54330	12088
1227	54389	12047
1228	54447	12005
1229	54510	11965
1230	54559	11922
1231	54596	11876
1232	54636	11831
1233	54680	11786
1234	54748	11747
1235	54810	11707
1236	54856	11663
1237	54896	11617
1238	54938	11572
1239	54970	11526
1240	55002	11479
1241	55037	11432
1242	55094	11391
1243	55139	11346
1244	55176	11301
1245	55217	11256
1246	55255	11210
1247	55300	11166
1248	55335	11120
1249	55386	11077
1250	55643	11075
1251	55677	11028
1252	55889	11017
1253	55931	10972
1254	55969	10926
1255	56018	10882
1256	56065	10838
1257	56106	10793
1258	56149	10748
1259	56222	10709
1260	56284	10667
1261	56331	10623
1262	56373	10578
1263	56405	10531
1264	56434	10483
1265	56462	10436
1266	56490	10388
1267	56517	10340
1268	56553	10294
1269	56594	10249
1270	56633	10203
1271	56675	10158
1272	56712	10112
1273	56750	10067
1274	56788	10021
1275	56827	9975
1276	56863	9929
1277	56895	9883
1278	56932	9837
1279	56966	9791
1280	57000	9744
1281	57032	9698
1282	57060	9650
1283	57086	9603
1284	57114	9556
1285	57144	9509
1286	57177	9462
1287	57204	9415
1288	57232	9368
1289	57260	9321
1290	57289	9274
1291	57317	9227
1292	57346	9180
1293	57376	9134
1294	57405	9087
1295	57432	9040
1296	57460	8993
1297	57491	8947
1298	57520	8900
1299	57547	8853
1300	57577	8806
1301	57606	8760
1302	57632	8713
1303	57664	8667
1304	57698	8621
1305	57735	8576
1306	57773	8531
1307	57830	8488
1308	57882	8445
1309	57919	8400
1310	57959	8355
1311	58003	8311
1312	58037	8265
1313	58074	8220
1314	58117	8176
1315	58146	8129
1316	58173	8083
1317	58201	8036
1318	58230	7990
1319	58260	7944
1320	58295	7899
1321	58333	7854
1322	58369	7809
1323	58403	7763
1324	58437	7718
1325	58471	7672
1326	58507	7627
1327	58535	7581
1328	58564	7535
1329	58593	7489
1330	58620	7443
1331	58651	7397
1332	58681	7351
1333	58712	7306
1334	58745	7260
1335	58772	7214
1336	58801	7168
1337	58834	7123
1338	58868	7078
1339	58907	7033
1340	58936	6988
1341	58968	6942
1342	59002	6897
1343	59031	6851
1344	59062	6806
1345	59096	6761
1346	59131	6716
1347	59167	6671
1348	59201	6626
1349	59237	6581
1350	59271	6536
1351	59305	6492
1352	59338	6447
1353	59373	6402
1354	59403	6356
1355	59430	6311
1356	59458	6265
1357	59488	6220
1358	59525	6175
1359	59558	6131
1360	59586	6085
1361	59614	6040
1362	59641	5994
1363	59670	5949
1364	59700	5904
1365	59735	5859
1366	59764	5814
1367	59791	5769
1368	59820	5724
1369	59852	5679
1370	59880	5634
1371	59908	5589
1372	59940	5544
1373	59969	5499
1374	59997	5454
1375	60024	5409
1376	60054	5364
1377	60084	5319
1378	60112	5274
1379	60139	5229
1380	60168	5184
1381	60199	5140
1382	60234	5095
1383	60266	5051
1384	60299	5006
1385	60336	4962
1386	60368	4918
1387	60397	4873
1388	60430	4829
1389	60463	4784
1390	60498	4740
1391	60537	4696
1392	60580	4653
1393	60625	4609
1394	60669	4566
1395	60709	4522
1396	60741	4478
1397	60768	4433
1398	60797	4389
1399	60825	4344
1400	60855	4300
1401	60883	4255
1402	60911	4211
1403	60941	4166
1404	60968	4122
1405	60997	4078
1406	61030	4033
1407	61065	3990
1408	61099	3946
1409	61137	3902
1410	61166	3858
1411	61199	3814
1412	61229	3769
1413	61260	3725
1414	61288	3681
1415	61316	3637
1416	61346	3593
1417	61375	3549
1418	61403	3505
1419	61433	3461
1420	61459	3416
1421	61487	3372
1422	61518	3328
1423	61551	3285
1424	61578	3240
1425	61609	3197
1426	61641	3153
1427	61674	3109
1428	61709	3066
1429	61743	3022
1430	61782	2979
1431	61809	2935
1432	61839	2891
1433	61868	2847
1434	61896	2803
1435	61924	2759
1436	61953	2716
1437	61982	2672
1438	62013	2628
1439	62040	2585
1440	62071	2541
1441	62101	2497
1442	62136	2454
1443	62172	2411
1444	62211	2367
1445	62253	2324
1446	62285	2281
1447	62321	2238
1448	62353	2194
1449	62388	2151
1450	62421	2107
1451	62453	2064
1452	62486	2021
1453	62517	1977
1454	62551	1934
1455	62584	1891
1456	62614	1847
1457	62648	1804
1458	62679	1761
1459	62712	1718
1460	62741	1674
1461	62768	1631
1462	62798	1588
1463	62831	1545
1464	62865	1501
1465	62900	1458
1466	62936	1415
1467	62970	1372
1468	62999	1329
1469	63028	1286
1470	63058	1243
1471	63088	1200
1472	63117	1156
1473	63146	1113
1474	63175	1070
1475	63204	1027
1476	63237	984
1477	63271	941
1478	63304	898
1479	63336	855
1480	63369	812
1481	63396	769
1482	63428	727
1483	63465	684
1484	63497	641
1485	63536	598
1486	63558	555
1487	63594	512
1488	63632	470
1489	63667	427
1490	63705	384
1491	63741	341
1492	63773	299
1493	63803	256
1494	63835	213
1495	63870	170
1496	63903	128
1497	63933	85
1498	63962	42
1499	63995	0
